期間,株式コード,上場コード,銘柄名称,終値
2023/04,7512,012,イオン北海道,814
2023/04,7513,011,コジマ,569
2023/04,7514,011,ヒマラヤ,950
2023/04,7515,012,マルヨシセンター,2901
2023/04,7516,011,コーナン商事,3665
2023/04,7517,,黒田電気,
2023/04,7518,011,ネットワンシステムズ,3195
2023/04,7520,011,エコス,1898
2023/04,7521,012,ムサシ,1860
2023/04,7522,011,ワタミ,934
2023/04,7523,012,アールビバン,617
2023/04,7524,012,マルシェ,414
2023/04,7525,011,リックス,2799
2023/04,7527,011,システムソフト,81
2023/04,7531,012,清和中央ホールディングス,1660
2023/04,7532,011,パン・パシフィック・インターナ,2534
2023/04,7537,011,丸文,1204
2023/04,7538,012,大水,256
2023/04,7539,012,アイナボホールディングス,1083
2023/04,7541,,メガネトップ,
2023/04,7544,012,スリーエフ,288
2023/04,7545,011,西松屋チェーン,1613
2023/04,7550,011,ゼンショーホールディングス,4315
2023/04,7551,012,ウェッズ,659
2023/04,7552,011,ハピネット,1961
2023/04,7554,011,幸楽苑ホールディングス,1072
2023/04,7555,012,大田花き,755
2023/04,7557,,サンクスアンドアソシエイツ,
2023/04,7558,,ネクスティ　エレクトロニクス,
2023/04,7559,012,ジーエフシー,1368
2023/04,7560,,ユニマットライフ,
2023/04,7561,011,ハークスレイ,753
2023/04,7562,012,安楽亭,7030
2023/04,7563,,ニッパン,
2023/04,7564,012,ワークマン,5540
2023/04,7565,012,万世電機,3155
2023/04,7567,012,栄電子,497
2023/04,7570,011,橋本総業ホールディングス,1117
2023/04,7571,012,ヤマノホールディングス,75
2023/04,7573,,ツルハ,
2023/04,7575,011,日本ライフライン,931
2023/04,7578,012,ニチリョク,114
2023/04,7579,,オリジン東秀,
2023/04,7581,011,サイゼリヤ,3410
2023/04,7582,,加賀ＦＥＩ,
2023/04,7584,,ＴＤ　ＳＹＮＮＥＸ,
2023/04,7585,012,かんなん丸,391
2023/04,7587,,ＰＡＬＴＥＫ,
2023/04,7588,,イオンエブリ,
2023/04,7590,011,タカショー,698
2023/04,7591,,エクセル,
2023/04,7593,011,ＶＴホールディングス,533
2023/04,7594,,マルカ,
2023/04,7595,011,アルゴグラフィックス,3815
2023/04,7596,011,魚力,2180
2023/04,7599,011,ＩＤＯＭ,837
2023/04,7600,011,日本エム・ディ・エム,1015
2023/04,7601,012,ポプラ,240
2023/04,7602,012,カーチスホールディングス,199
2023/04,7603,012,マックハウス,377
2023/04,7604,012,梅の花,920
2023/04,7605,011,フジ・コーポレーション,1314
2023/04,7606,011,ユナイテッドアローズ,1978
2023/04,7607,011,進和,2133
2023/04,7608,012,エスケイジャパン,545
2023/04,7609,011,ダイトロン,2604
2023/04,7610,012,テイツー,158
2023/04,7611,011,ハイデイ日高,2287
2023/04,7613,011,シークス,1356
2023/04,7614,012,オーエムツーネットワーク,1230
2023/04,7615,012,ＹＵ－ＷＡ　Ｃｒｅａｔｉｏｎ,200
2023/04,7616,011,コロワイド,2078
2023/04,7617,,オオゼキ,
2023/04,7618,011,ピーシーデポコーポレーション,297
2023/04,7619,012,田中商事,631
2023/04,7621,012,うかい,3275
2023/04,7623,012,サンオータス,703
2023/04,7624,012,ＮａＩＴＯ,149
2023/04,7625,012,グローバルダイニング,396
2023/04,7626,,ドッドウエル　ビー・エム・エス,
2023/04,7628,011,オーハシテクニカ,1600
2023/04,7630,011,壱番屋,5400
2023/04,7631,,マクニカ,
2023/04,7634,012,星医療酸器,3890
2023/04,7635,012,杉田エース,1028
2023/04,7636,012,ハンズマン,1139
2023/04,7637,011,白銅,2643
2023/04,7638,012,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧ,1743
2023/04,7640,012,トップカルチャー,195
2023/04,7643,012,ダイイチ,805
2023/04,7646,012,ＰＬＡＮＴ,728
2023/04,7647,012,音通,26
2023/04,7649,011,スギホールディングス,5760
2023/04,7670,012,オーウエル,794
2023/04,7671,014,ＡｍｉｄＡホールディングス,500
2023/04,7673,012,ダイコー通産,1249
2023/04,7674,014,ＮＡＴＴＹ　ＳＷＡＮＫＹホール,3195
2023/04,7676,014,グッドスピード,1320
2023/04,7677,012,ヤシマキザイ,2041
2023/04,7678,012,あさくま,1590
2023/04,7679,011,薬王堂ホールディングス,2478
2023/04,7681,012,レオクラン,2595
2023/04,7682,012,浜木綿,5650
2023/04,7683,014,ダブルエー,3120
2023/04,7685,014,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌ,4590
2023/04,7686,012,カクヤスグループ,1509
2023/04,7687,014,ミクリード,1158
2023/04,7689,014,コパ・コーポレーション,696
2023/04,7692,012,アースインフィニティ,209
2023/04,7694,014,いつも,992
2023/04,7695,014,交換できるくん,3205
2023/04,7698,012,アイスコ,1428
2023/04,7701,011,島津製作所,4230
2023/04,7702,011,ＪＭＳ,531
2023/04,7703,,ＳＢカワスミ,
2023/04,7704,,日立アロカメディカル,
2023/04,7705,012,ジーエルサイエンス,2294
2023/04,7707,014,プレシジョン・システム・サイエ,361
2023/04,7709,012,クボテック,205
2023/04,7710,,ソニーマニュファクチュアリング,
2023/04,7711,012,助川電気工業,1256
2023/04,7713,012,シグマ光機,1602
2023/04,7714,,モリテックス,
2023/04,7715,011,長野計器,1285
2023/04,7716,012,ナカニシ,2571
2023/04,7717,011,ブイ・テクノロジー,3020
2023/04,7718,011,スター精密,1760
2023/04,7719,012,東京衡機,255
2023/04,7720,,ソキア・トプコン,
2023/04,7721,011,東京計器,1206
2023/04,7722,012,国際計測器,528
2023/04,7723,011,愛知時計電機,1535
2023/04,7724,,アズビル金門,
2023/04,7725,011,インターアクション,1315
2023/04,7726,012,黒田精工,1567
2023/04,7727,011,オーバル,429
2023/04,7728,,ニデックパワートレインシステム,
2023/04,7729,011,東京精密,5000
2023/04,7730,011,マニー,1768
2023/04,7731,011,ニコン,1396
2023/04,7732,011,トプコン,1922
2023/04,7733,011,オリンパス,2367.5
2023/04,7734,011,理研計器,5200
2023/04,7735,011,ＳＣＲＥＥＮホールディングス,11000
2023/04,7736,,ユニオンホールディングス,
2023/04,7738,,コダック　デジタル　プロダクト,
2023/04,7739,011,キヤノン電子,1847
2023/04,7740,011,タムロン,3300
2023/04,7741,011,ＨＯＹＡ,14210
2023/04,7743,011,シード,572
2023/04,7744,011,ノーリツ鋼機,2225
2023/04,7745,011,Ａ＆Ｄホロンホールディングス,1363
2023/04,7746,012,岡本硝子,135
2023/04,7747,011,朝日インテック,2444
2023/04,7749,012,メディキット,2368
2023/04,7750,,ペンタックス,
2023/04,7751,011,キヤノン,3238
2023/04,7752,011,リコー,1121
2023/04,7753,,ミノルタ,
2023/04,7756,,ニデックプレシジョン,
2023/04,7757,,ニデックインスツルメンツ,
2023/04,7758,,セコニック,
2023/04,7760,012,ＩＭＶ,448
2023/04,7762,011,シチズン時計,749
2023/04,7764,,オリエント時計,
2023/04,7765,,リコーエレメックス,
2023/04,7768,,ジェコー,
2023/04,7769,011,リズム,1948
2023/04,7771,012,日本精密,94
2023/04,7774,014,ジャパン・ティッシュエンジニア,612
2023/04,7775,011,大研医器,490
2023/04,7776,014,セルシード,474
2023/04,7777,014,スリー・ディー・マトリックス,157
2023/04,7779,014,ＣＹＢＥＲＤＹＮＥ,280
2023/04,7780,011,メニコン,2875
2023/04,7781,012,平山ホールディングス,805
2023/04,7782,012,シンシア,586
2023/04,7791,012,ドリームベッド,773
2023/04,7792,014,コラントッテ,1171
2023/04,7793,014,イメージ・マジック,1056
2023/04,7794,014,イーディーピー,2633
2023/04,7795,012,ＫＹＯＲＩＴＳＵ,149
2023/04,7800,012,アミファ,660
2023/04,7803,014,ブシロード,891
2023/04,7804,012,ビーアンドピー,1209
2023/04,7805,012,プリントネット,699
2023/04,7806,014,ＭＴＧ,1393
2023/04,7807,012,幸和製作所,847
2023/04,7808,012,シー・エス・ランバー,3200
2023/04,7809,012,寿屋,9420
2023/04,7810,012,クロスフォー,227
2023/04,7811,011,中本パックス,1581
2023/04,7812,012,クレステック,1555
2023/04,7813,014,プラッツ,685
2023/04,7814,012,日本創発グループ,561
2023/04,7815,012,東京ボード工業,735
2023/04,7816,011,スノーピーク,2053
2023/04,7817,011,パラマウントベッドホールディン,2403
2023/04,7818,011,トランザクション,1716
2023/04,7819,011,粧美堂,380
2023/04,7820,011,ニホンフラッシュ,1032
2023/04,7821,011,前田工繊,3240
2023/04,7822,012,永大産業,221
2023/04,7823,011,アートネイチャー,781
2023/04,7825,,ダンロップスポーツ,
2023/04,7826,012,フルヤ金属,8990
2023/04,7827,012,オービス,1151
2023/04,7829,014,サマンサタバサジャパンリミテッ,88
2023/04,7831,012,ウイルコホールディングス,136
2023/04,7832,011,バンダイナムコホールディングス,3078
2023/04,7833,012,アイフィスジャパン,615
2023/04,7836,012,アビックス,90
2023/04,7837,012,アールシーコア,424
2023/04,7838,,共立印刷,
2023/04,7839,011,ＳＨＯＥＩ,2511
2023/04,7840,011,フランスベッドホールディングス,1080
2023/04,7841,012,遠藤製作所,795
2023/04,7844,011,マーベラス,674
2023/04,7846,011,パイロットコーポレーション,4515
2023/04,7847,012,グラファイトデザイン,828
2023/04,7849,012,スターツ出版,3540
2023/04,7850,012,総合商研,885
2023/04,7851,012,カワセコンピュータサプライ,207
2023/04,7853,,フード・プラネット,
2023/04,7854,,バンプレスト,
2023/04,7856,011,萩原工業,1289
2023/04,7857,012,セキ,1350
2023/04,7859,012,アルメディオ,369
2023/04,7860,011,エイベックス,1552
2023/04,7862,,ＴＯＰＰＡＮエッジ,
2023/04,7863,012,平賀,899
2023/04,7864,011,フジシールインターナショナル,1539
2023/04,7865,012,ピープル,1073
2023/04,7867,011,タカラトミー,1533
2023/04,7868,011,広済堂ホールディングス,2698
2023/04,7871,012,フクビ化学工業,613
2023/04,7872,012,エステールホールディングス,608
2023/04,7873,,アーク,
2023/04,7874,011,レック,856
2023/04,7875,012,竹田ｉＰホールディングス,690
2023/04,7877,012,永大化工,1472
2023/04,7878,012,光・彩,5390
2023/04,7879,012,ノダ,1246
2023/04,7882,,アロン化成,
2023/04,7883,012,サンメッセ,357
2023/04,7885,012,タカノ,706
2023/04,7886,012,ヤマト・インダストリー,1126
2023/04,7887,012,南海プライウッド,5810
2023/04,7888,011,三光合成,525
2023/04,7892,,宇部エクシモ,
2023/04,7893,011,プロネクサス,998
2023/04,7895,,中央化学,
2023/04,7896,012,セブン工業,500
2023/04,7897,012,ホクシン,134
2023/04,7898,012,ウッドワン,1193
2023/04,7899,012,ＭＩＣＳ化学,372
2023/04,7901,012,マツモト,9720
2023/04,7902,012,ソノコム,823
2023/04,7905,011,大建工業,2332
2023/04,7906,012,ヨネックス,1618
2023/04,7908,012,ＫＩＭＯＴＯ,190
2023/04,7909,,シーアイ化成,
2023/04,7910,,段谷産業,
2023/04,7911,011,凸版印刷,2882
2023/04,7912,011,大日本印刷,3900
2023/04,7913,,図書印刷,
2023/04,7914,011,共同印刷,2831
2023/04,7915,011,ＮＩＳＳＨＡ,1844
2023/04,7916,012,光村印刷,1230
2023/04,7917,011,藤森工業,3145
2023/04,7918,011,ヴィア・ホールディングス,90
2023/04,7919,012,野崎印刷紙業,151
2023/04,7920,,三浦印刷,
2023/04,7921,011,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮ,2374
2023/04,7922,012,三光産業,574
2023/04,7923,012,トーイン,523
2023/04,7925,011,前沢化成工業,1642
2023/04,7927,012,ムトー精工,1111
2023/04,7928,012,旭化学工業,616
2023/04,7930,,ソニーミュージックエンタテイン,
2023/04,7931,011,未来工業,2178
2023/04,7932,012,ニッピ,3855
2023/04,7934,,メルクス,
2023/04,7935,,コンビ,
2023/04,7936,011,アシックス,3775
2023/04,7937,012,ツツミ,2253
2023/04,7938,012,リーガルコーポレーション,1877
2023/04,7939,012,研創,482
2023/04,7940,012,ウェーブロックホールディングス,596
2023/04,7942,011,ＪＳＰ,1564
2023/04,7943,011,ニチハ,2855
2023/04,7944,011,ローランド,4060
2023/04,7945,,コマニー,
2023/04,7946,012,光陽社,1720
2023/04,7947,011,エフピコ,3370
2023/04,7949,011,小松ウオール工業,2349
2023/04,7951,011,ヤマハ,5330
2023/04,7952,011,河合楽器製作所,3085
2023/04,7953,012,菊水化学工業,387
2023/04,7955,011,クリナップ,758
2023/04,7956,011,ピジョン,2112
2023/04,7957,012,フジコピアン,1815
2023/04,7958,011,天馬,2335
2023/04,7959,,オリバー,
2023/04,7960,,パラマウントベッド,
2023/04,7961,012,兼松サステック,2244
2023/04,7962,011,キングジム,925
2023/04,7963,012,興研,1636
2023/04,7964,,セガ,
2023/04,7965,011,象印マホービン,1777
2023/04,7966,011,リンテック,2265
2023/04,7967,,バンダイ,
2023/04,7968,,ＴＡＳＡＫＩ,
2023/04,7969,,タカラ,
2023/04,7970,011,信越ポリマー,1329
2023/04,7971,011,東リ,278
2023/04,7972,011,イトーキ,805
2023/04,7974,011,任天堂,5721
2023/04,7975,012,リヒトラブ,910
2023/04,7976,011,三菱鉛筆,1774
2023/04,7977,,フランスベッド,
2023/04,7979,011,松風,2087
2023/04,7980,012,重松製作所,829
2023/04,7981,011,タカラスタンダード,1642
2023/04,7982,,オート,
2023/04,7983,012,ミロク,1518
2023/04,7984,011,コクヨ,1937
2023/04,7985,012,ネポン,1613
2023/04,7986,012,日本アイ・エス・ケイ,1230
2023/04,7987,011,ナカバヤシ,483
2023/04,7988,011,ニフコ,3885
2023/04,7989,011,立川ブラインド工業,1267
2023/04,7990,011,グローブライド,2480
2023/04,7991,012,マミヤ・オーピー,1453
2023/04,7992,012,セーラー万年筆,160
2023/04,7993,,サンウエーブ工業,
2023/04,7994,011,オカムラ,1446
2023/04,7995,011,バルカー,3410
2023/04,7996,,パイロット,
2023/04,7997,012,くろがね工作所,702
2023/04,7999,012,ＭＵＴＯＨホールディングス,1674
2023/04,8001,011,伊藤忠商事,4492
2023/04,8002,011,丸紅,1920
2023/04,8003,,トーメン,
2023/04,8004,,双日,
2023/04,8005,011,スクロール,789
2023/04,8006,012,ユアサ・フナショク,2760
2023/04,8007,011,高島,2851
2023/04,8008,011,ヨンドシーホールディングス,1775
2023/04,8009,,イトマン,
2023/04,8010,,新興産業,
2023/04,8011,011,三陽商会,1592
2023/04,8012,011,長瀬産業,2132
2023/04,8013,012,ナイガイ,257
2023/04,8014,011,蝶理,2576
2023/04,8015,011,豊田通商,5610
2023/04,8016,011,オンワードホールディングス,375
2023/04,8018,012,三共生興,582
2023/04,8019,,市田,
2023/04,8020,011,兼松,1764
2023/04,8021,,レナウン,
2023/04,8022,011,ミズノ,3385
2023/04,8023,012,大興電子通信,506
2023/04,8024,,シルバーオックス,
2023/04,8025,012,ツカモトコーポレーション,1566
2023/04,8026,,立川,
2023/04,8028,,かねもり,
2023/04,8028,,ファミリーマート,
2023/04,8029,012,ルックホールディングス,2270
2023/04,8030,012,中央魚類,3000
2023/04,8031,011,三井物産,4229
2023/04,8032,011,日本紙パルプ商事,5230
2023/04,8034,,カーギルジャパン,
2023/04,8035,011,東京エレクトロン,15495
2023/04,8036,,日立ハイテク,
2023/04,8037,011,カメイ,1555
2023/04,8038,012,東都水産,6450
2023/04,8039,012,築地魚市場,2941
2023/04,8040,012,東京ソワール,865
2023/04,8041,012,ＯＵＧホールディングス,2460
2023/04,8042,,日本マタイ,
2023/04,8043,011,スターゼン,2337
2023/04,8044,,大都魚類,
2023/04,8045,012,横浜丸魚,753
2023/04,8046,012,丸藤シートパイル,2136
2023/04,8048,,シャディ,
2023/04,8050,011,セイコーグループ,2967
2023/04,8051,011,山善,1051
2023/04,8052,011,椿本興業,4140
2023/04,8053,011,住友商事,2427
2023/04,8054,,大倉商事,
2023/04,8055,,野崎産業,
2023/04,8056,011,ＢＩＰＲＯＧＹ,3270
2023/04,8057,011,内田洋行,5160
2023/04,8058,011,三菱商事,5018
2023/04,8059,011,第一実業,5800
2023/04,8060,011,キヤノンマーケティングジャパン,3390
2023/04,8061,011,西華産業,2240
2023/04,8063,,日商岩井,
2023/04,8064,,三菱商事ＲｔＭジャパン,
2023/04,8065,011,佐藤商事,1435
2023/04,8066,012,三谷商事,1339
2023/04,8068,011,菱洋エレクトロ,2478
2023/04,8069,,加商,
2023/04,8070,011,東京産業,852
2023/04,8072,012,日本出版貿易,1851
2023/04,8074,011,ユアサ商事,3935
2023/04,8075,011,神鋼商事,5870
2023/04,8076,012,カノークス,1665
2023/04,8077,011,トルク,213
2023/04,8078,011,阪和興業,4185
2023/04,8079,011,正栄食品工業,3995
2023/04,8080,,松下電器貿易,
2023/04,8081,011,カナデン,1208
2023/04,8082,,テック電子,
2023/04,8083,,サンテレホン,
2023/04,8084,011,ＲＹＯＤＥＮ,2083
2023/04,8085,012,ナラサキ産業,1835
2023/04,8086,011,ニプロ,1022
2023/04,8087,,フルサト工業,
2023/04,8088,011,岩谷産業,6430
2023/04,8089,012,ナイス,1319
2023/04,8090,,昭光通商,
2023/04,8091,011,ニチモウ,3145
2023/04,8092,,富士通Ｊａｐａｎ,
2023/04,8093,011,極東貿易,1515
2023/04,8095,011,アステナホールディングス,453
2023/04,8096,,東洋端子,
2023/04,8096,011,兼松エレクトロニクス,6180
2023/04,8097,011,三愛オブリ,1426
2023/04,8098,011,稲畑産業,2763
2023/04,8099,,ユアサ産業,
2023/04,8100,,藤井,
2023/04,8101,011,ＧＳＩクレオス,1856
2023/04,8102,,日立家電,
2023/04,8103,011,明和産業,702
2023/04,8104,012,クワザワホールディングス,466
2023/04,8105,012,堀田丸正,59
2023/04,8107,012,キムラタン,21
2023/04,8108,,ヤマエ久野,
2023/04,8110,,ＪＦＥ商事,
2023/04,8111,011,ゴールドウイン,12330
2023/04,8112,,東京スタイル資産管理,
2023/04,8113,011,ユニ・チャーム,5476
2023/04,8114,011,デサント,4290
2023/04,8115,012,ムーンバット,652
2023/04,8116,,ダーバン,
2023/04,8117,012,中央自動車工業,2887
2023/04,8118,012,キング,519
2023/04,8119,012,三栄コーポレーション,1659
2023/04,8121,,興国ハウジング,
2023/04,8122,,オーエスジー販売,
2023/04,8123,012,川辺,1024
2023/04,8125,011,ワキタ,1381
2023/04,8127,012,ヤマトインターナショナル,279
2023/04,8129,011,東邦ホールディングス,2710
2023/04,8130,011,サンゲツ,2263
2023/04,8131,012,ミツウロコグループホールディン,1326
2023/04,8132,011,シナネンホールディングス,3775
2023/04,8133,011,伊藤忠エネクス,1162
2023/04,8134,,ＴＯＫＡＩ,
2023/04,8135,012,ゼット,294
2023/04,8136,011,サンリオ,6280
2023/04,8137,011,サンワテクノス,1876
2023/04,8138,012,三京化成,3230
2023/04,8139,012,ナガホリ,999
2023/04,8140,011,リョーサン,3200
2023/04,8141,011,新光商事,1195
2023/04,8142,011,トーホー,2379
2023/04,8143,012,ラピーヌ,315
2023/04,8144,012,デンキョーグループホールディン,1180
2023/04,8146,,小杉産業,
2023/04,8147,012,トミタ,999
2023/04,8148,,上原成商事,
2023/04,8149,,レック,
2023/04,8150,011,三信電気,2256
2023/04,8151,011,東陽テクニカ,1399
2023/04,8152,012,ソマール,2200
2023/04,8153,011,モスフードサービス,3125
2023/04,8154,011,加賀電子,4800
2023/04,8155,011,三益半導体工業,2613
2023/04,8156,,ガステックサービス,
2023/04,8157,011,都築電気,1540
2023/04,8158,011,ソーダニッカ,823
2023/04,8159,011,立花エレテック,2069
2023/04,8160,011,木曽路,2356
2023/04,8161,,エディオンＥＡＳＴ,
2023/04,8163,011,ＳＲＳホールディングス,1004
2023/04,8164,,キャビン,
2023/04,8165,011,千趣会,411
2023/04,8166,012,タカキュー,75
2023/04,8167,011,リテールパートナーズ,1526
2023/04,8168,011,ケーヨー,840
2023/04,8170,,アデランス,
2023/04,8172,,第一家庭電器,
2023/04,8173,011,上新電機,2022
2023/04,8174,011,日本瓦斯,1914
2023/04,8175,,ベスト電器,
2023/04,8176,,コンパスグループ・ジャパン,
2023/04,8178,,マルエツ,
2023/04,8179,011,ロイヤルホールディングス,2875
2023/04,8180,,すかいらーく,
2023/04,8181,012,東天紅,759
2023/04,8182,011,いなげや,1649
2023/04,8183,,セブン－イレブン・ジャパン,
2023/04,8184,,島忠,
2023/04,8185,011,チヨダ,836
2023/04,8187,,京樽分割会社,
2023/04,8188,,ヨークベニマル,
2023/04,8193,,鈴丹,
2023/04,8194,011,ライフコーポレーション,2876
2023/04,8195,,デニーズジャパン,
2023/04,8196,,カスミ,
2023/04,8197,,東急ストア,
2023/04,8198,012,マックスバリュ東海,2714
2023/04,8199,,エディオンＷＥＳＴ,
2023/04,8200,011,リンガーハット,2411
2023/04,8201,,さが美グループホールディングス,
2023/04,8202,012,ラオックスホールディングス,281
2023/04,8203,011,ＭｒＭａｘＨＤ,625
2023/04,8207,012,テンアライド,258
2023/04,8208,012,エンチョー,1020
2023/04,8209,012,フレンドリー,412
2023/04,8211,,相鉄ローゼン,
2023/04,8212,,オンワード商事,
2023/04,8213,,トステムビバ,
2023/04,8214,011,ＡＯＫＩホールディングス,944
2023/04,8215,012,銀座山形屋,870
2023/04,8217,011,オークワ,895
2023/04,8218,011,コメリ,3160
2023/04,8219,011,青山商事,925
2023/04,8225,012,タカチホ,1838
2023/04,8226,012,理経,250
2023/04,8227,011,しまむら,12500
2023/04,8229,,ＣＦＳコーポレーション,
2023/04,8230,012,はせがわ,376
2023/04,8231,,三越,
2023/04,8232,,東急百貨店,
2023/04,8233,011,高島屋,2004
2023/04,8234,,大丸,
2023/04,8235,,大丸松坂屋百貨店,
2023/04,8236,,丸善雄松堂,
2023/04,8237,011,松屋,1173
2023/04,8238,,伊勢丹,
2023/04,8239,,横浜松坂屋,
2023/04,8240,,サッポロライオン,
2023/04,8242,011,エイチ・ツー・オー　リテイリン,1604
2023/04,8243,,そごう,
2023/04,8244,012,近鉄百貨店,2480
2023/04,8245,,丸栄,
2023/04,8247,012,大和,412
2023/04,8248,,ニッセンホールディングス,
2023/04,8249,012,テクノアソシエ,1693
2023/04,8251,,パルコ,
2023/04,8252,011,丸井グループ,2160
2023/04,8253,011,クレディセゾン,1879
2023/04,8254,012,さいか屋,341
2023/04,8255,011,アクシアル　リテイリング,3520
2023/04,8256,012,プロルート丸光,54
2023/04,8258,,ＳＭＢＣファイナンスサービス,
2023/04,8259,,十字屋,
2023/04,8260,012,井筒屋,333
2023/04,8262,,長崎屋,
2023/04,8263,,ダイエー,
2023/04,8264,,イトーヨーカ堂ＳＨＣ,
2023/04,8266,,エイチ・ツー・オーアセットマネ,
2023/04,8267,011,イオン,2767.5
2023/04,8268,,西友,
2023/04,8269,,マイカル,
2023/04,8270,,ユニーグループ・ホールディング,
2023/04,8271,,忠実屋,
2023/04,8273,011,イズミ,3190
2023/04,8274,,東武ストア,
2023/04,8275,011,フォーバル,1166
2023/04,8276,011,平和堂,2062
2023/04,8278,011,フジ,1773
2023/04,8279,011,ヤオコー,7120
2023/04,8280,,富士電機リテイルシステムズ,
2023/04,8281,011,ゼビオホールディングス,1205
2023/04,8282,011,ケーズホールディングス,1205
2023/04,8283,011,ＰＡＬＴＡＣ,5200
2023/04,8285,011,三谷産業,323
2023/04,8286,,藍屋,
2023/04,8287,,マックスバリュ西日本,
2023/04,8289,012,Ｏｌｙｍｐｉｃグループ,526
2023/04,8291,011,日産東京販売ホールディングス,350
2023/04,8292,,東京いすゞ自動車,
2023/04,8294,,中央スバル自動車,
2023/04,8295,,キヤノンシステムアンドサポート,
2023/04,8296,,三田自動車,
2023/04,8301,011,日本銀行,24950
2023/04,8302,,日本興業銀行,
2023/04,8303,012,ＳＢＩ新生銀行,2423
2023/04,8304,011,あおぞら銀行,2432
2023/04,8305,,みずほフィナンシャルストラテジ,
2023/04,8306,011,三菱ＵＦＪフィナンシャル・グル,852.9
2023/04,8307,,ＵＦＪホールディングス,
2023/04,8308,011,りそなホールディングス,674.7
2023/04,8309,011,三井住友トラスト・ホールディン,4889
2023/04,8311,,みずほ銀行,
2023/04,8312,,北海道拓殖銀行,
2023/04,8313,,東京銀行,
2023/04,8314,,さくら銀行,
2023/04,8315,,三菱ＵＦＪ銀行,
2023/04,8316,011,三井住友フィナンシャルグループ,5549
2023/04,8317,,みずほ銀行,
2023/04,8318,,三井住友銀行,
2023/04,8319,,りそな銀行,
2023/04,8320,,ＵＦＪ銀行,
2023/04,8321,,東海銀行,
2023/04,8322,,あさひ銀行,
2023/04,8323,,太陽神戸銀行,
2023/04,8324,,第四北越銀行,
2023/04,8325,,北越銀行,
2023/04,8326,,福岡銀行,
2023/04,8327,,西日本シティ銀行,
2023/04,8328,,札幌北洋ホールディングス,
2023/04,8329,,もみじホールディングス,
2023/04,8330,,埼玉銀行,
2023/04,8331,011,千葉銀行,883
2023/04,8332,,横浜銀行,
2023/04,8333,,常陽銀行,
2023/04,8334,011,群馬銀行,463
2023/04,8335,,足利銀行,
2023/04,8336,011,武蔵野銀行,2196
2023/04,8337,011,千葉興業銀行,557
2023/04,8338,011,筑波銀行,211
2023/04,8339,,東京都民銀行,
2023/04,8340,,九州親和ホールディングス,
2023/04,8341,011,七十七銀行,2199
2023/04,8342,,青森銀行,
2023/04,8343,011,秋田銀行,1793
2023/04,8344,011,山形銀行,1075
2023/04,8345,011,岩手銀行,2161
2023/04,8346,011,東邦銀行,224
2023/04,8347,,荘内銀行,
2023/04,8349,012,東北銀行,978
2023/04,8350,,みちのく銀行,
2023/04,8352,,あしぎんフィナンシャルグループ,
2023/04,8353,,北海道銀行,
2023/04,8354,011,ふくおかフィナンシャルグループ,2543
2023/04,8355,,静岡銀行,
2023/04,8356,,十六銀行,
2023/04,8357,,北陸銀行,
2023/04,8358,011,スルガ銀行,514
2023/04,8359,011,八十二銀行,606
2023/04,8360,011,山梨中央銀行,1130
2023/04,8361,011,大垣共立銀行,1845
2023/04,8362,011,福井銀行,1471
2023/04,8363,,北国銀行,
2023/04,8364,011,清水銀行,1457
2023/04,8365,012,富山銀行,1638
2023/04,8366,011,滋賀銀行,2820
2023/04,8367,011,南都銀行,2467
2023/04,8368,011,百五銀行,391
2023/04,8369,011,京都銀行,6650
2023/04,8370,011,紀陽銀行,1580
2023/04,8371,,関西みらい銀行,
2023/04,8374,,三重銀行,
2023/04,8375,,池田泉州銀行,
2023/04,8377,011,ほくほくフィナンシャルグループ,973
2023/04,8378,,きらやかホールディングス,
2023/04,8379,,広島銀行,
2023/04,8380,,山口銀行,
2023/04,8381,011,山陰合同銀行,760
2023/04,8382,,中国銀行,
2023/04,8383,012,鳥取銀行,1175
2023/04,8384,,東京スター銀行,
2023/04,8385,,伊予銀行,
2023/04,8386,011,百十四銀行,1860
2023/04,8387,011,四国銀行,881
2023/04,8388,011,阿波銀行,2024
2023/04,8390,,鹿児島銀行,
2023/04,8391,,十八親和銀行,
2023/04,8392,011,大分銀行,2064
2023/04,8393,011,宮崎銀行,2426
2023/04,8394,,肥後銀行,
2023/04,8395,011,佐賀銀行,1668
2023/04,8396,,十八銀行,
2023/04,8397,,沖縄銀行,
2023/04,8399,011,琉球銀行,924
2023/04,8401,,三井信託銀行,
2023/04,8402,,三菱ＵＦＪ信託銀行,
2023/04,8403,,三井住友信託銀行,
2023/04,8404,,みずほ信託銀行,
2023/04,8405,,日本信託銀行,
2023/04,8407,,ＵＦＪ信託銀行,
2023/04,8408,,中央三井信託銀行,
2023/04,8409,,きらぼし銀行,
2023/04,8410,011,セブン銀行,278
2023/04,8411,011,みずほフィナンシャルグループ,1965
2023/04,8415,,紀陽ホールディングス,
2023/04,8416,012,高知銀行,683
2023/04,8418,011,山口フィナンシャルグループ,831
2023/04,8421,011,信金中央金庫,273200
2023/04,8423,,アクリーティブ,
2023/04,8424,011,芙蓉総合リース,9920
2023/04,8425,011,みずほリース,3800
2023/04,8426,,ブルーホライゾン債権回収,
2023/04,8432,,住信リース,
