期間,株式コード,上場コード,銘柄名称,終値
2023/04,3184,012,ＩＣＤＡホールディングス,2799
2023/04,3185,014,夢展望,153
2023/04,3186,011,ネクステージ,2453
2023/04,3187,014,サンワカンパニー,806
2023/04,3189,012,ＡＮＡＰ,279
2023/04,3190,012,ホットマン,583
2023/04,3191,011,ジョイフル本田,1807
2023/04,3192,012,白鳩,324
2023/04,3193,011,鳥貴族ホールディングス,2262
2023/04,3194,,キリン堂ホールディングス,
2023/04,3195,014,ジェネレーションパス,298
2023/04,3196,011,ホットランド,1559
2023/04,3197,011,すかいらーくホールディングス,1824
2023/04,3198,011,ＳＦＰホールディングス,2054
2023/04,3199,011,綿半ホールディングス,1429
2023/04,3201,011,日本毛織,1008
2023/04,3202,012,ダイトウボウ,84
2023/04,3203,,トーア紡,
2023/04,3204,012,トーア紡コーポレーション,354
2023/04,3205,012,ダイドーリミテッド,279
2023/04,3206,,ニッケテキスタイル,
2023/04,3207,,中央コーポレーション,
2023/04,3209,,カネヨウ,
2023/04,3216,,御幸毛織,
2023/04,3221,011,ヨシックスホールディングス,2203
2023/04,3222,012,ユナイテッド・スーパーマーケッ,1175
2023/04,3223,012,エスエルディー,664
2023/04,3224,014,ゼネラル・オイスター,1165
2023/04,3225,,東京建物不動産販売,
2023/04,3226,011,日本アコモデーションファンド投,661000
2023/04,3227,,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資,
2023/04,3228,011,三栄建築設計,1464
2023/04,3229,,日本コマーシャル投資法人,
2023/04,3230,,スター・マイカ,
2023/04,3231,011,野村不動産ホールディングス,3375
2023/04,3232,011,三重交通グループホールディング,587
2023/04,3234,011,森ヒルズリート投資法人,153700
2023/04,3235,,トラストパーク,
2023/04,3236,012,プロパスト,165
2023/04,3237,014,イントランス,60
2023/04,3238,012,セントラル総合開発,564
2023/04,3240,,野村不動産レジデンシャル投資法,
2023/04,3241,012,ウィル,377
2023/04,3242,012,アーバネットコーポレーション,331
2023/04,3244,011,サムティ,2215
2023/04,3245,011,ディア・ライフ,720
2023/04,3246,012,コーセーアールイー,761
2023/04,3248,012,アールエイジ,752
2023/04,3249,011,産業ファンド投資法人,155800
2023/04,3250,,エー・ディー・ワークス,
2023/04,3251,,駐車場綜合研究所,
2023/04,3252,011,地主,1946
2023/04,3254,012,プレサンスコーポレーション,1955
2023/04,3258,,ユニゾホールディングス,
2023/04,3261,014,グランディーズ,342
2023/04,3263,,大和ハウスリート投資法人,
2023/04,3264,012,アスコット,152
2023/04,3265,,ヒューリック,
2023/04,3266,012,ファンドクリエーショングループ,84
2023/04,3267,011,フィル・カンパニー,869
2023/04,3269,011,アドバンス・レジデンス投資法人,353000
2023/04,3271,012,ＴＨＥグローバル社,226
2023/04,3275,011,ハウスコム,1102
2023/04,3276,011,ＪＰＭＣ,1120
2023/04,3277,012,サンセイランディック,875
2023/04,3278,011,ケネディクス・レジデンシャル・,213400
2023/04,3279,011,アクティビア・プロパティーズ投,396000
2023/04,3280,012,エストラスト,612
2023/04,3281,011,ＧＬＰ投資法人,155500
2023/04,3282,011,コンフォリア・レジデンシャル投,340500
2023/04,3283,011,日本プロロジスリート投資法人,309500
2023/04,3284,011,フージャースホールディングス,844
2023/04,3285,,野村不動産マスターファンド投資,
2023/04,3286,014,トラストホールディングス,306
2023/04,3287,011,星野リゾート・リート投資法人,708000
2023/04,3288,011,オープンハウスグループ,5410
2023/04,3289,011,東急不動産ホールディングス,687
2023/04,3290,011,Ｏｎｅリート投資法人,240500
2023/04,3291,011,飯田グループホールディングス,2410
2023/04,3292,011,イオンリート投資法人,155900
2023/04,3293,012,アズマハウス,748
2023/04,3294,012,イーグランド,1476
2023/04,3295,011,ヒューリックリート投資法人,156700
2023/04,3296,011,日本リート投資法人,319000
2023/04,3297,012,東武住販,1232
2023/04,3298,,インベスコ・オフィス・ジェイリ,
2023/04,3299,011,ムゲンエステート,627
2023/04,3300,014,アンビション　ＤＸ　ホールディ,717
2023/04,3302,011,帝国繊維,1719
2023/04,3304,,トスコ,
2023/04,3305,,東京麻糸紡績,
2023/04,3306,012,日本製麻,773
2023/04,3308,,日本ヘルスケア投資法人,
2023/04,3309,011,積水ハウス・リート投資法人,77100
2023/04,3311,,アップガレージ,
2023/04,3313,,ブックオフコーポレーション,
2023/04,3315,011,日本コークス工業,91
2023/04,3316,012,東京日産コンピュータシステム,653
2023/04,3317,012,フライングガーデン,1934
2023/04,3319,011,ゴルフダイジェスト・オンライン,913
2023/04,3320,012,クロスプラス,765
2023/04,3321,012,ミタチ産業,1374
2023/04,3322,012,アルファグループ,750
2023/04,3323,012,レカム,79
2023/04,3325,,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ,
2023/04,3326,012,ランシステム,367
2023/04,3328,011,ＢＥＥＮＯＳ,1893
2023/04,3329,012,東和フードサービス,1542
2023/04,3330,,アガスタ,
2023/04,3332,,ＪＦＥ商事ホールディングス,
2023/04,3333,011,あさひ,1300
2023/04,3337,,ファミリーマート,
2023/04,3341,011,日本調剤,1233
2023/04,3343,,チップワンストップ,
2023/04,3347,012,トラスト,287
2023/04,3349,011,コスモス薬品,13380
2023/04,3350,012,メタプラネット,29
2023/04,3352,012,バッファロー,1097
2023/04,3353,012,メディカル一光グループ,2350
2023/04,3355,012,クリヤマホールディングス,883
2023/04,3356,,テリロジー,
2023/04,3358,012,ワイエスフード,608
2023/04,3359,014,ｃｏｔｔａ,499
2023/04,3360,011,シップヘルスケアホールディング,2393
2023/04,3361,012,トーエル,761
2023/04,3362,,チムニー,
2023/04,3366,,一六堂,
2023/04,3370,012,フジタコーポレーション,268
2023/04,3371,011,ソフトクリエイトホールディング,1591
2023/04,3372,012,関門海,277
2023/04,3373,,リンク・セオリー・ホールディン,
2023/04,3374,012,内外テック,2409
2023/04,3375,012,ＺＯＡ,1333
2023/04,3376,,オンリー,
2023/04,3377,012,バイク王＆カンパニー,826
2023/04,3382,011,セブン＆アイ・ホールディングス,6145
2023/04,3385,,薬王堂,
2023/04,3386,012,コスモ・バイオ,949
2023/04,3387,011,クリエイト・レストランツ・ホー,990
2023/04,3388,011,明治電機工業,1203
2023/04,3390,,ＩＮＴ,
2023/04,3391,011,ツルハホールディングス,8890
2023/04,3392,012,デリカフーズホールディングス,620
2023/04,3393,011,スターティアホールディングス,1390
2023/04,3394,,ネットワークバリューコンポネン,
2023/04,3395,011,サンマルクホールディングス,1853
2023/04,3396,012,フェリシモ,996
2023/04,3397,011,トリドールホールディングス,2893
2023/04,3398,,クスリのアオキ,
2023/04,3399,012,丸千代山岡家,3350
2023/04,3401,011,帝人,1513
2023/04,3402,011,東レ,767.7
2023/04,3403,,東邦テナックス,
2023/04,3404,,三菱ケミカル,
2023/04,3405,011,クラレ,1267
2023/04,3407,011,旭化成,957.7
2023/04,3408,,サカイオーベックス,
2023/04,3409,012,北日本紡績,116
2023/04,3415,011,ＴＯＫＹＯ　ＢＡＳＥ,447
2023/04,3416,014,ピクスタ,787
2023/04,3417,012,大木ヘルスケアホールディングス,820
2023/04,3418,014,バルニバービ,1103
2023/04,3420,012,ケー・エフ・シー,1316
2023/04,3421,012,稲葉製作所,1452
2023/04,3422,012,Ｊ－ＭＡＸ,777
2023/04,3423,012,エスイー,317
2023/04,3426,012,アトムリビンテック,1259
2023/04,3428,,サンポット,
2023/04,3431,011,宮地エンジニアリンググループ,3895
2023/04,3432,,三協・立山ホールディングス,
2023/04,3433,011,トーカロ,1270
2023/04,3434,012,アルファ,1005
2023/04,3435,012,サンコーテクノ,981
2023/04,3436,011,ＳＵＭＣＯ,1865
2023/04,3437,012,特殊電極,2659
2023/04,3439,012,三ツ知,1058
2023/04,3440,012,日創プロニティ,754
2023/04,3441,012,山王,990
2023/04,3443,011,川田テクノロジーズ,4075
2023/04,3444,012,菊池製作所,399
2023/04,3445,011,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,3035
2023/04,3446,011,ジェイテックコーポレーション,2491
2023/04,3447,012,信和,716
2023/04,3449,012,テクノフレックス,1166
2023/04,3451,011,トーセイ・リート投資法人,129800
2023/04,3452,011,ビーロット,595
2023/04,3453,011,ケネディクス商業リート投資法人,244700
2023/04,3454,011,ファーストブラザーズ,890
2023/04,3455,011,ヘルスケア＆メディカル投資法人,163500
2023/04,3457,011,Ａｎｄ　Ｄｏホールディングス,956
2023/04,3458,011,シーアールイー,1298
2023/04,3459,011,サムティ・レジデンシャル投資法,115900
2023/04,3460,,ジャパン・シニアリビング投資法,
2023/04,3461,014,パルマ,329
2023/04,3462,011,野村不動産マスターファンド投資,159100
2023/04,3463,011,いちごホテルリート投資法人,106400
2023/04,3464,011,プロパティエージェント,1096
2023/04,3465,011,ケイアイスター不動産,4075
2023/04,3466,011,ラサールロジポート投資法人,161600
2023/04,3467,011,アグレ都市デザイン,1530
2023/04,3468,011,スターアジア不動産投資法人,55700
2023/04,3469,012,デュアルタップ,520
2023/04,3470,011,マリモ地方創生リート投資法人,128700
2023/04,3471,011,三井不動産ロジスティクスパーク,511000
2023/04,3472,011,大江戸温泉リート投資法人,66000
2023/04,3473,,さくら総合リート投資法人,
2023/04,3474,014,Ｇ－ＦＡＣＴＯＲＹ,431
2023/04,3475,011,グッドコムアセット,787
2023/04,3476,011,投資法人みらい,45400
2023/04,3477,014,フォーライフ,630
2023/04,3478,,森トラスト・ホテルリート投資法,
2023/04,3479,014,ティーケーピー,2720
2023/04,3480,011,ジェイ・エス・ビー,4320
2023/04,3481,011,三菱地所物流リート投資法人,417500
2023/04,3482,011,ロードスターキャピタル,1409
2023/04,3484,011,テンポイノベーション,1200
2023/04,3486,011,グローバル・リンク・マネジメン,1165
2023/04,3487,011,ＣＲＥロジスティクスファンド投,187300
2023/04,3488,011,ザイマックス・リート投資法人,108900
2023/04,3489,011,フェイスネットワーク,832
2023/04,3490,012,アズ企画設計,1880
2023/04,3491,014,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1085
2023/04,3492,011,タカラレーベン不動産投資法人,91500
2023/04,3493,011,アドバンス・ロジスティクス投資,137900
2023/04,3494,012,マリオン,1030
2023/04,3495,012,香陵住販,1220
2023/04,3496,014,アズーム,5890
2023/04,3497,014,ＬｅＴｅｃｈ,947
2023/04,3498,014,霞ヶ関キャピタル,3680
2023/04,3501,011,住江織物,2235
2023/04,3512,012,日本フエルト,417
2023/04,3513,012,イチカワ,1340
2023/04,3514,,日本バイリーン,
2023/04,3521,011,エコナックホールディングス,120
2023/04,3524,012,日東製網,1475
2023/04,3526,011,芦森工業,1383
2023/04,3528,,ミライノベート,
2023/04,3529,011,アツギ,421
2023/04,3532,,堀田産業,
2023/04,3533,,ダイオ化成,
2023/04,3534,,ＮＢＣメッシュテック,
2023/04,3536,012,アクサスホールディングス,125
2023/04,3537,012,昭栄薬品,985
2023/04,3538,011,ウイルプラスホールディングス,1075
2023/04,3539,011,ＪＭホールディングス,1987
2023/04,3540,012,歯愛メディカル,4925
2023/04,3541,014,農業総合研究所,400
2023/04,3542,014,ベガコーポレーション,604
2023/04,3543,011,コメダホールディングス,2563
2023/04,3544,011,サツドラホールディングス,886
2023/04,3545,,デファクトスタンダード,
2023/04,3546,011,アレンザホールディングス,997
2023/04,3547,012,串カツ田中ホールディングス,1691
2023/04,3548,011,バロックジャパンリミテッド,877
2023/04,3549,011,クスリのアオキホールディングス,6510
2023/04,3550,014,スタジオアタオ,217
2023/04,3551,012,ダイニック,706
2023/04,3553,012,共和レザー,529
2023/04,3556,014,リネットジャパングループ,481
2023/04,3557,014,ユナイテッド＆コレクティブ,1219
2023/04,3558,014,ロコンド,1792
2023/04,3559,011,ピーバンドットコム,509
2023/04,3560,012,ほぼ日,3450
2023/04,3561,011,力の源ホールディングス,1419
2023/04,3562,012,Ｎｏ．１,1113
2023/04,3563,011,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭ,3265
2023/04,3564,,ビバホーム,
2023/04,3565,011,アセンテック,588
2023/04,3566,014,ユニフォームネクスト,558
2023/04,3569,011,セーレン,2250
2023/04,3571,012,ソトー,811
2023/04,3577,012,東海染工,1109
2023/04,3578,,倉庫精練,
2023/04,3580,011,小松マテーレ,687
2023/04,3583,012,オーベクス,1024
2023/04,3584,,福助,
2023/04,3591,011,ワコールホールディングス,2635
2023/04,3593,011,ホギメディカル,3400
2023/04,3596,,ワールド,
2023/04,3597,012,自重堂,7060
2023/04,3598,012,山喜,137
2023/04,3600,012,フジックス,1491
2023/04,3601,,双日インフィニティ,
2023/04,3604,012,川本産業,971
2023/04,3605,,サンエー・インターナショナル資,
2023/04,3606,,レナウン,
2023/04,3607,012,クラウディアホールディングス,452
2023/04,3608,011,ＴＳＩホールディングス,645
2023/04,3611,011,マツオカコーポレーション,1435
2023/04,3612,011,ワールド,1517
2023/04,3620,,デジタルハーツ,
2023/04,3622,014,ネットイヤーグループ,597
2023/04,3623,014,ビリングシステム,1101
2023/04,3624,014,アクセルマーク,277
2023/04,3625,014,テックファームホールディングス,769
2023/04,3626,011,ＴＩＳ,3720
2023/04,3627,011,ＪＮＳホールディングス,422
2023/04,3628,014,データホライゾン,2372
2023/04,3629,,クロス・マーケティング,
2023/04,3630,,電算システム,
2023/04,3632,011,グリー,702
2023/04,3633,011,ＧＭＯペパボ,1778
2023/04,3634,012,ソケッツ,1050
2023/04,3635,011,コーエーテクモホールディングス,2498
2023/04,3636,011,三菱総合研究所,4930
2023/04,3639,012,ボルテージ,310
2023/04,3640,012,電算,1737
2023/04,3641,012,パピレス,1076
2023/04,3644,,１ｓｔホールディングス,
2023/04,3645,014,メディカルネット,396
2023/04,3646,014,駅探,449
2023/04,3647,012,ジー・スリーホールディングス,171
2023/04,3648,012,ＡＧＳ,717
2023/04,3649,011,ファインデックス,627
2023/04,3652,014,ディジタルメディアプロフェッシ,2262
2023/04,3653,014,モルフォ,1100
2023/04,3654,,ヒト・コミュニケーションズ,
2023/04,3655,011,ブレインパッド,688
2023/04,3656,011,ＫＬａｂ,386
2023/04,3657,011,ポールトゥウィンホールディング,914
2023/04,3658,,イーブックイニシアティブジャパ,
2023/04,3659,011,ネクソン,3070
2023/04,3660,011,アイスタイル,540
2023/04,3661,011,エムアップホールディングス,1229
2023/04,3662,011,エイチーム,671
2023/04,3663,012,セルシス,648
2023/04,3664,014,モブキャストホールディングス,70
2023/04,3665,011,エニグモ,426
2023/04,3666,011,テクノスジャパン,555
2023/04,3667,012,ｅｎｉｓｈ,471
2023/04,3668,011,コロプラ,638
2023/04,3669,,モバイルクリエイト,
2023/04,3670,012,協立情報通信,1519
2023/04,3671,014,ソフトマックス,722
2023/04,3672,012,オルトプラス,197
2023/04,3673,011,ブロードリーフ,427
2023/04,3674,014,オークファン,518
2023/04,3675,011,クロス・マーケティンググループ,707
2023/04,3676,011,デジタルハーツホールディングス,1466
2023/04,3677,011,システム情報,773
2023/04,3678,011,メディアドゥ,1394
2023/04,3679,011,じげん,503
2023/04,3680,014,ホットリンク,313
2023/04,3681,011,ブイキューブ,519
2023/04,3682,012,エンカレッジ・テクノロジ,534
2023/04,3683,011,サイバーリンクス,901
2023/04,3685,,エニマリ,
2023/04,3686,012,ディー・エル・イー,230
2023/04,3687,011,フィックスターズ,1391
2023/04,3688,011,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,1448
2023/04,3689,,イグニス,
2023/04,3690,014,イルグルム,633
2023/04,3691,014,デジタルプラス,822
2023/04,3692,014,ＦＦＲＩセキュリティ,1116
2023/04,3694,011,オプティム,929
2023/04,3695,014,ＧＭＯリサーチ,3075
2023/04,3696,011,セレス,1430
2023/04,3697,011,ＳＨＩＦＴ,25150
2023/04,3698,014,ＣＲＩ・ミドルウェア,955
2023/04,3702,,山陽国策パルプ,
2023/04,3706,,東海パルプ,
2023/04,3708,011,特種東海製紙,2956
2023/04,3710,012,ジョルダン,660
2023/04,3712,012,情報企画,2895
2023/04,3713,,ネットマークス,
2023/04,3714,,アソシエント・テクノロジー,
2023/04,3715,,ドワンゴ,
2023/04,3716,,ＮＥＯ　ＯＮＥホールディングス,
2023/04,3717,,ＮＥＣシステムテクノロジー,
2023/04,3719,012,ジェクシード,228
2023/04,3720,,マッグガーデン,
2023/04,3722,,デジサート・ジャパン,
2023/04,3723,014,日本ファルコム,1212
2023/04,3724,,ベリサーブ,
2023/04,3726,012,フォーシーズＨＤ,474
2023/04,3727,014,アプリックス,129
2023/04,3730,,マクロミル,
2023/04,3731,,京王ズホールディングス,
2023/04,3733,012,ソフトウェア・サービス,8710
2023/04,3734,,インテア・ホールディングス,
2023/04,3735,,日立システムアンドサービス,
2023/04,3736,,コネクトテクノロジーズ,
2023/04,3738,011,ティーガイア,1668
2023/04,3740,,フレームワークス,
2023/04,3741,011,セック,3230
2023/04,3742,,ＩＴｂｏｏｋ,
2023/04,3744,012,サイオス,374
2023/04,3745,,サミーネットワークス,
2023/04,3746,,フリービットクラウド,
2023/04,3747,012,インタートレード,329
2023/04,3750,012,サイトリ細胞研究所,1149
2023/04,3751,,日本アジアグループ,
2023/04,3753,012,フライトホールディングス,378
2023/04,3755,,ゴンゾ,
2023/04,3756,,ＪＳＥＥホールディングス,
2023/04,3758,012,アエリア,375
2023/04,3760,012,ケイブ,2252
2023/04,3762,011,テクマトリックス,1616
2023/04,3763,011,プロシップ,1390
2023/04,3765,011,ガンホー・オンライン・エンター,2607
2023/04,3766,012,システムズ・デザイン,781
2023/04,3767,,ネクステック,
2023/04,3768,012,リスクモンスター,608
2023/04,3769,011,ＧＭＯペイメントゲートウェイ,10590
2023/04,3770,012,ザッパラス,361
2023/04,3771,011,システムリサーチ,2427
2023/04,3772,012,ウェルス・マネジメント,1547
2023/04,3773,014,アドバンスト・メディア,1880
2023/04,3774,011,インターネットイニシアティブ,2803
2023/04,3776,012,ブロードバンドタワー,142
2023/04,3777,014,ＦＨＴホールディングス,50
2023/04,3778,011,さくらインターネット,681
2023/04,3779,012,ジェイ・エスコムホールディング,106
2023/04,3780,,メビックス,
2023/04,3782,014,ディー・ディー・エス,63
2023/04,3783,,ナノ・メディア,
2023/04,3784,012,ヴィンクス,1347
2023/04,3785,,エイティング,
2023/04,3786,,テレビ東京コミュニケーションズ,
2023/04,3787,012,テクノマセマティカル,720
2023/04,3788,011,ＧＭＯグローバルサイン・ホール,3835
2023/04,3789,,ソニーネットワークコミュニケー,
2023/04,3791,012,ＩＧポート,3145
2023/04,3793,014,ドリコム,747
2023/04,3794,,エヌ・デーソフトウェア,
2023/04,3796,012,いい生活,589
2023/04,3798,012,ＵＬＳグループ,3160
2023/04,3799,012,キーウェアソリューションズ,564
2023/04,3800,012,ユニリタ,1827
2023/04,3802,012,エコミック,515
2023/04,3803,014,イメージ情報開発,457
2023/04,3804,012,システム　ディ,1333
2023/04,3807,014,フィスコ,126
2023/04,3810,012,サイバーステップ,534
2023/04,3811,,ビットアイル・エクイニクス,
2023/04,3812,,ゲームオン,
2023/04,3814,014,アルファクス・フード・システム,457
2023/04,3815,014,メディア工房,271
2023/04,3816,012,大和コンピューター,922
2023/04,3817,011,ＳＲＡホールディングス,3035
2023/04,3819,,インテックホールディングス,
2023/04,3820,,ＪＢＩＳホールディングス,
2023/04,3822,,ＳＣＳＫ　Ｍｉｎｏｒｉソリュー,
2023/04,3823,012,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ,112
2023/04,3825,012,リミックスポイント,249
2023/04,3826,012,システムインテグレータ,430
2023/04,3828,,富士通クラウドテクノロジーズ,
2023/04,3829,,セルシス,
2023/04,3831,,パイプドビッツ,
2023/04,3834,011,朝日ネット,589
2023/04,3835,011,ｅＢＡＳＥ,684
2023/04,3836,011,アバントグループ,1401
2023/04,3837,011,アドソル日進,1751
2023/04,3838,,ＡＱインタラクティブ,
2023/04,3839,011,ＯＤＫソリューションズ,601
2023/04,3840,012,パス,58
2023/04,3841,012,ジーダット,838
2023/04,3842,014,ネクストジェン,675
2023/04,3843,011,フリービット,1544
2023/04,3844,011,コムチュア,1998
2023/04,3845,012,アイフリークモバイル,131
2023/04,3847,012,パシフィックシステム,2972
2023/04,3848,012,データ・アプリケーション,914
2023/04,3850,012,エヌ・ティ・ティ・データ・イン,1662
2023/04,3851,012,日本一ソフトウェア,1190
2023/04,3852,012,サイバーコム,1562
2023/04,3853,011,アステリア,619
2023/04,3854,011,アイル,2764
2023/04,3856,012,Ａｂａｌａｎｃｅ,8940
2023/04,3857,012,ラック,689
2023/04,3858,012,ユビキタスＡＩ,371
2023/04,3861,011,王子ホールディングス,533
2023/04,3862,,本州製紙,
2023/04,3863,011,日本製紙,1088
2023/04,3864,011,三菱製紙,402
2023/04,3865,011,北越コーポレーション,896
2023/04,3867,,神崎製紙,
2023/04,3868,,高崎三興,
2023/04,3869,,日本大昭和板紙,
2023/04,3870,,日本加工製紙,
2023/04,3871,,大昭和製紙,
2023/04,3872,,日本製紙パピリア,
2023/04,3877,011,中越パルプ工業,1003
2023/04,3878,012,巴川製紙所,682
2023/04,3880,011,大王製紙,1100
2023/04,3881,,特種製紙,
2023/04,3882,,紀州製紙,
2023/04,3883,,セッツ,
2023/04,3886,,チューエツ,
2023/04,3887,,中央板紙,
2023/04,3889,,大平製紙,
2023/04,3891,012,ニッポン高度紙工業,1972
2023/04,3892,012,岡山製紙,911
2023/04,3893,,日本製紙グループ本社,
2023/04,3895,012,ハビックス,349
2023/04,3896,012,阿波製紙,592
2023/04,3900,014,クラウドワークス,1427
2023/04,3901,011,マークラインズ,2348
2023/04,3902,011,メディカル・データ・ビジョン,807
2023/04,3903,011,ｇｕｍｉ,732
2023/04,3904,014,カヤック,972
2023/04,3905,014,データセクション,270
2023/04,3906,,ＡＬＢＥＲＴ,
2023/04,3907,014,シリコンスタジオ,1402
2023/04,3908,014,コラボス,362
2023/04,3909,012,ショーケース,307
2023/04,3910,012,エムケイシステム,414
2023/04,3911,014,Ａｉｍｉｎｇ,456
2023/04,3912,011,モバイルファクトリー,920
2023/04,3913,014,ｓＭｅｄｉｏ,610
2023/04,3914,014,ＪＩＧ－ＳＡＷ,4690
2023/04,3915,011,テラスカイ,2587
2023/04,3916,011,デジタル・インフォメーション・,1612
2023/04,3917,014,アイリッジ,649
2023/04,3918,011,ＰＣＩホールディングス,1019
2023/04,3919,,パイプドＨＤ,
2023/04,3920,012,アイビーシー,559
2023/04,3921,011,ネオジャパン,904
2023/04,3922,011,ＰＲ　ＴＩＭＥＳ,1359
2023/04,3923,011,ラクス,2056
2023/04,3924,011,ランドコンピュータ,1047
2023/04,3925,011,ダブルスタンダード,2037
2023/04,3926,011,オープンドア,1458
2023/04,3927,014,フーバーブレイン,600
2023/04,3928,011,マイネット,329
2023/04,3929,014,ソーシャルワイヤー,257
2023/04,3930,014,はてな,812
2023/04,3931,014,バリューゴルフ,1323
2023/04,3932,011,アカツキ,2251
2023/04,3933,012,チエル,725
2023/04,3934,011,ベネフィットジャパン,1265
2023/04,3935,014,エディア,543
2023/04,3936,014,グローバルウェイ,214
2023/04,3937,011,Ｕｂｉｃｏｍホールディングス,2161
2023/04,3938,,Ａホールディングス,
2023/04,3939,011,カナミックネットワーク,437
2023/04,3940,011,ノムラシステムコーポレーション,113
2023/04,3941,011,レンゴー,885
2023/04,3942,,千代田紙業,
2023/04,3943,012,大石産業,1853
2023/04,3944,012,古林紙工,2013
2023/04,3945,012,スーパーバッグ,1384
2023/04,3946,011,トーモク,1593
2023/04,3947,012,ダイナパック,1281
2023/04,3948,012,光ビジネスフォーム,723
2023/04,3950,011,ザ・パック,3105
2023/04,3951,012,朝日印刷,875
2023/04,3953,012,大村紙業,575
2023/04,3954,012,昭和パックス,1605
2023/04,3955,012,イムラ,1009
2023/04,3960,,バリューデザイン,
2023/04,3961,014,シルバーエッグ・テクノロジー,800
2023/04,3962,011,チェンジホールディングス,2291
2023/04,3963,011,シンクロ・フード,495
2023/04,3964,011,オークネット,1587
2023/04,3965,012,キャピタル・アセット・プランニ,691
2023/04,3966,,ユーザベース,
2023/04,3967,014,エルテス,1021
2023/04,3968,011,セグエグループ,766
2023/04,3969,012,エイトレッド,1478
2023/04,3970,014,イノベーション,1480
2023/04,3971,,三井化学東セロ,
2023/04,3974,012,ＳＣＡＴ,462
2023/04,3975,,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇ,
2023/04,3976,014,シャノン,732
2023/04,3978,011,マクロミル,900
2023/04,3979,014,うるる,2135
2023/04,3981,011,ビーグリー,1240
2023/04,3983,011,オロ,2434
2023/04,3984,011,ユーザーローカル,2015
2023/04,3985,011,テモナ,297
2023/04,3986,014,ビーブレイクシステムズ,1710
2023/04,3987,014,エコモット,469
2023/04,3988,012,ＳＹＳホールディングス,749
2023/04,3989,014,シェアリングテクノロジー,494
2023/04,3990,014,ＵＵＵＭ,616
2023/04,3991,014,ウォンテッドリー,1878
2023/04,3992,011,ニーズウェル,1050
2023/04,3993,012,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇ,1883
2023/04,3994,011,マネーフォワード,5620
2023/04,3995,014,ＳＫＩＹＡＫＩ,333
2023/04,3996,011,サインポスト,525
2023/04,3997,012,トレードワークス,940
2023/04,3998,014,すららネット,739
2023/04,3999,,ナレッジスイート,
2023/04,4001,,三井東圧化学,
2023/04,4002,,日東化学工業,
2023/04,4003,,コープケミカル,
2023/04,4004,011,レゾナック・ホールディングス,2139
2023/04,4005,011,住友化学,458
2023/04,4007,,日本化成,
2023/04,4008,011,住友精化,4380
2023/04,4010,,三菱化学,
2023/04,4011,014,ヘッドウォータース,13630
2023/04,4012,012,アクシス,1370
2023/04,4013,014,勤次郎,1312
2023/04,4014,014,カラダノート,742
2023/04,4015,014,アララ,381
2023/04,4016,012,ＭＩＴホールディングス,694
2023/04,4017,014,クリーマ,410
2023/04,4019,014,スタメン,825
2023/04,4020,014,ビートレンド,988
2023/04,4021,011,日産化学,6020
2023/04,4022,011,ラサ工業,2179
2023/04,4023,011,クレハ,8400
2023/04,4025,011,多木化学,4635
2023/04,4026,012,神島化学工業,1563
2023/04,4027,011,テイカ,1209
2023/04,4028,011,石原産業,1168
2023/04,4031,012,片倉コープアグリ,1692
2023/04,4033,,日東リアルエステート,
2023/04,4040,012,南海化学,2437
2023/04,4041,011,日本曹達,4675
2023/04,4042,011,東ソー,1811
2023/04,4043,011,トクヤマ,2207
2023/04,4044,011,セントラル硝子,2929
2023/04,4045,011,東亜合成,1170
2023/04,4046,011,大阪ソーダ,4380
2023/04,4047,011,関東電化工業,1026
2023/04,4050,,鶴見曹達,
2023/04,4051,014,ＧＭＯフィナンシャルゲート,10920
2023/04,4052,014,フィーチャ,613
2023/04,4053,011,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,942
2023/04,4054,014,日本情報クリエイト,727
2023/04,4055,014,ティアンドエス,1824
2023/04,4056,014,ニューラルポケット,1316
2023/04,4057,014,インターファクトリー,686
2023/04,4058,014,トヨクモ,1550
2023/04,4059,012,まぐまぐ,495
2023/04,4060,014,ｒａｋｕｍｏ,884
2023/04,4061,011,デンカ,2713
2023/04,4062,011,イビデン,5320
2023/04,4063,011,信越化学工業,3863
2023/04,4064,011,日本カーバイド工業,1292
2023/04,4065,,キッコーマンソイフーズ,
2023/04,4068,014,ベイシス,2350
2023/04,4069,014,ＢｌｕｅＭｅｍｅ,1499
2023/04,4071,014,プラスアルファ・コンサルティン,2895
2023/04,4072,011,電算システムホールディングス,2667
2023/04,4073,014,ジィ・シィ企画,542
2023/04,4074,014,ラキール,2209
2023/04,4075,014,ブレインズテクノロジー,1008
2023/04,4076,014,シイエヌエス,1416
2023/04,4077,,富士チタン工業,
2023/04,4078,011,堺化学工業,1822
2023/04,4080,012,田中化学研究所,1321
2023/04,4082,011,第一稀元素化学工業,999
