期間,株式コード,上場コード,銘柄名称,取引所
2023/04,3095,,大西電気,
2023/04,3096,12,オーシャンシステム,1
2023/04,3097,11,物語コーポレーション,1
2023/04,3098,,ココカラファイングループ,
2023/04,3099,11,三越伊勢丹ホールディングス,1
2023/04,3101,11,東洋紡,1
2023/04,3102,,海岸ベルマネジメント,
2023/04,3103,11,ユニチカ,1
2023/04,3104,11,富士紡ホールディングス,1
2023/04,3105,11,日清紡ホールディングス,1
2023/04,3106,11,クラボウ,1
2023/04,3107,11,ダイワボウホールディングス,1
2023/04,3109,11,シキボウ,1
2023/04,3110,11,日東紡,1
2023/04,3111,12,オーミケンシ,1
2023/04,3113,12,Ｏａｋ　キャピタル,1
2023/04,3114,,プロジェ・ホールディングス,
2023/04,3115,,ＴＷＲホールディングス,
2023/04,3116,11,トヨタ紡織,1
2023/04,3117,,興和紡績,
2023/04,3119,,第一紡績,
2023/04,3121,12,マーチャント・バンカーズ,1
2023/04,3123,12,サイボー,1
2023/04,3125,,新内外綿,
2023/04,3128,,テラボウ,
2023/04,3129,,シブヤパッケージングシステム,
2023/04,3131,12,シンデン・ハイテックス,1
2023/04,3132,11,マクニカホールディングス,1
2023/04,3133,14,海帆,1
2023/04,3134,11,Ｈａｍｅｅ,1
2023/04,3135,11,マーケットエンタープライズ,1
2023/04,3136,81,エコノス,8
2023/04,3137,14,ファンデリー,1
2023/04,3138,14,富士山マガジンサービス,1
2023/04,3139,11,ラクト・ジャパン,1
2023/04,3140,14,ＢＲＵＮＯ,1
2023/04,3141,11,ウエルシアホールディングス,1
2023/04,3143,12,オーウイル,1
2023/04,3146,,らでぃっしゅぼーや,
2023/04,3147,,タイム,
2023/04,3148,11,クリエイトＳＤホールディングス,1
2023/04,3150,11,グリムス,1
2023/04,3151,11,バイタルケーエスケー・ホールデ,1
2023/04,3153,11,八洲電機,1
2023/04,3154,11,メディアスホールディングス,1
2023/04,3156,11,レスターホールディングス,1
2023/04,3157,12,ジューテックホールディングス,1
2023/04,3159,12,丸善ＣＨＩホールディングス,1
2023/04,3160,12,大光,1
2023/04,3161,12,アゼアス,1
2023/04,3163,,トータル・メディカルサービス,
2023/04,3165,,フーマイスターエレクトロニクス,
2023/04,3166,11,ＯＣＨＩホールディングス,1
2023/04,3167,11,ＴＯＫＡＩホールディングス,1
2023/04,3168,12,黒谷,1
2023/04,3169,12,ミサワ,1
2023/04,3170,,アイセイ薬局,
2023/04,3171,,マックスバリュ九州,
2023/04,3172,12,ティーライフ,1
2023/04,3173,11,Ｃｏｍｉｎｉｘ,1
2023/04,3174,12,ハピネス・アンド・ディ,1
2023/04,3175,12,エー・ピーホールディングス,1
2023/04,3176,11,三洋貿易,1
2023/04,3177,12,ありがとうサービス,1
2023/04,3178,12,チムニー,1
2023/04,3179,11,シュッピン,1
2023/04,3180,11,ビューティガレージ,1
2023/04,3181,12,買取王国,1
2023/04,3182,11,オイシックス・ラ・大地,1
2023/04,3183,11,ウイン・パートナーズ,1
2023/04,3184,12,ＩＣＤＡホールディングス,1
2023/04,3185,14,夢展望,1
2023/04,3186,11,ネクステージ,1
2023/04,3187,14,サンワカンパニー,1
2023/04,3188,,エコグリーン,
2023/04,3189,12,ＡＮＡＰ,1
2023/04,3190,12,ホットマン,1
2023/04,3191,11,ジョイフル本田,1
2023/04,3192,12,白鳩,1
2023/04,3193,11,鳥貴族ホールディングス,1
2023/04,3194,,キリン堂ホールディングス,
2023/04,3195,14,ジェネレーションパス,1
2023/04,3196,11,ホットランド,1
2023/04,3197,11,すかいらーくホールディングス,1
2023/04,3198,11,ＳＦＰホールディングス,1
2023/04,3199,11,綿半ホールディングス,1
2023/04,3201,11,日本毛織,1
2023/04,3202,12,ダイトウボウ,1
2023/04,3203,,トーア紡,
2023/04,3204,12,トーア紡コーポレーション,1
2023/04,3205,12,ダイドーリミテッド,1
2023/04,3206,,ニッケテキスタイル,
2023/04,3207,,中央コーポレーション,
2023/04,3209,,カネヨウ,
2023/04,3210,,尾西毛糸紡績,
2023/04,3211,,太陽毛糸紡績,
2023/04,3216,,御幸毛織,
2023/04,3221,11,ヨシックスホールディングス,1
2023/04,3222,12,ユナイテッド・スーパーマーケッ,1
2023/04,3223,12,エスエルディー,1
2023/04,3224,14,ゼネラル・オイスター,1
2023/04,3225,,東京建物不動産販売,
2023/04,3226,11,日本アコモデーションファンド投,1
2023/04,3227,,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資,
2023/04,3228,11,三栄建築設計,1
2023/04,3229,,日本コマーシャル投資法人,
2023/04,3230,,スター・マイカ,
2023/04,3231,11,野村不動産ホールディングス,1
2023/04,3232,11,三重交通グループホールディング,1
2023/04,3233,,ファンドクリエーション,
2023/04,3234,11,森ヒルズリート投資法人,1
2023/04,3235,,トラストパーク,
2023/04,3236,12,プロパスト,1
2023/04,3237,14,イントランス,1
2023/04,3238,12,セントラル総合開発,1
2023/04,3239,,総和地所,
2023/04,3240,,野村不動産レジデンシャル投資法,
2023/04,3241,12,ウィル,1
2023/04,3242,12,アーバネットコーポレーション,1
2023/04,3243,,大和ハウスパーキング,
2023/04,3244,11,サムティ,1
2023/04,3245,11,ディア・ライフ,1
2023/04,3246,12,コーセーアールイー,1
2023/04,3247,,エルクリエイト,
2023/04,3248,12,アールエイジ,1
2023/04,3249,11,産業ファンド投資法人,1
2023/04,3250,,エー・ディー・ワークス,
2023/04,3251,,駐車場綜合研究所,
2023/04,3252,11,地主,1
2023/04,3254,12,プレサンスコーポレーション,1
2023/04,3258,,ユニゾホールディングス,
2023/04,3259,,グローバル住販,
2023/04,3260,33,エスポア,3
2023/04,3261,14,グランディーズ,1
2023/04,3263,,大和ハウスリート投資法人,
2023/04,3264,12,アスコット,1
2023/04,3265,,ヒューリック,
2023/04,3266,12,ファンドクリエーショングループ,1
2023/04,3267,11,フィル・カンパニー,1
2023/04,3268,,一建設,
2023/04,3269,11,アドバンス・レジデンス投資法人,1
2023/04,3271,12,ＴＨＥグローバル社,1
2023/04,3272,,エイブル＆パートナーズ,
2023/04,3274,,アイディホーム,
2023/04,3275,11,ハウスコム,1
2023/04,3276,11,ＪＰＭＣ,1
2023/04,3277,12,サンセイランディック,1
2023/04,3278,11,ケネディクス・レジデンシャル・,1
2023/04,3279,11,アクティビア・プロパティーズ投,1
2023/04,3280,12,エストラスト,1
2023/04,3281,11,ＧＬＰ投資法人,1
2023/04,3282,11,コンフォリア・レジデンシャル投,1
2023/04,3283,11,日本プロロジスリート投資法人,1
2023/04,3284,11,フージャースホールディングス,1
2023/04,3285,,野村不動産マスターファンド投資,
2023/04,3286,14,トラストホールディングス,1
2023/04,3287,11,星野リゾート・リート投資法人,1
2023/04,3288,11,オープンハウスグループ,1
2023/04,3289,11,東急不動産ホールディングス,1
2023/04,3290,11,Ｏｎｅリート投資法人,1
2023/04,3291,11,飯田グループホールディングス,1
2023/04,3292,11,イオンリート投資法人,1
2023/04,3293,12,アズマハウス,1
2023/04,3294,12,イーグランド,1
2023/04,3295,11,ヒューリックリート投資法人,1
2023/04,3296,11,日本リート投資法人,1
2023/04,3297,12,東武住販,1
2023/04,3298,,インベスコ・オフィス・ジェイリ,
2023/04,3299,11,ムゲンエステート,1
2023/04,3300,14,アンビション　ＤＸ　ホールディ,1
2023/04,3302,11,帝国繊維,1
2023/04,3304,,トスコ,
2023/04,3305,,東京麻糸紡績,
2023/04,3306,12,日本製麻,1
2023/04,3308,,日本ヘルスケア投資法人,
2023/04,3309,11,積水ハウス・リート投資法人,1
2023/04,3310,,ＪＩＭＯＳ,
2023/04,3311,,アップガレージ,
2023/04,3313,,ブックオフコーポレーション,
2023/04,3315,11,日本コークス工業,1
2023/04,3316,12,東京日産コンピュータシステム,1
2023/04,3317,12,フライングガーデン,1
2023/04,3318,,ＶＨリテールサービス,
2023/04,3319,11,ゴルフダイジェスト・オンライン,1
2023/04,3320,12,クロスプラス,1
2023/04,3321,12,ミタチ産業,1
2023/04,3322,12,アルファグループ,1
2023/04,3323,12,レカム,1
2023/04,3324,,エイペックス,
2023/04,3325,,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ,
2023/04,3326,12,ランシステム,1
2023/04,3328,11,ＢＥＥＮＯＳ,1
2023/04,3329,12,東和フードサービス,1
2023/04,3330,,アガスタ,
2023/04,3331,,ＡＣリアルエステイト,
2023/04,3332,,ＪＦＥ商事ホールディングス,
2023/04,3333,11,あさひ,1
2023/04,3334,,イーネット・ジャパン,
2023/04,3335,,エー・ディ・エム,
2023/04,3337,,ファミリーマート,
2023/04,3338,,九九プラス,
2023/04,3339,,マリンポリス,
2023/04,3340,,がんこ炎,
2023/04,3341,11,日本調剤,1
2023/04,3343,,チップワンストップ,
2023/04,3344,,ＲＥＸＴ　Ｈｏｌｄｉｎｇｓ,
2023/04,3346,33,２１ＬＡＤＹ,3
2023/04,3347,12,トラスト,1
2023/04,3348,,ジー・トレーディング,
2023/04,3349,11,コスモス薬品,1
2023/04,3350,12,メタプラネット,1
2023/04,3351,,ＴＲＮコーポレーション,
2023/04,3352,12,バッファロー,1
2023/04,3353,12,メディカル一光グループ,1
2023/04,3354,,チェルト,
2023/04,3355,12,クリヤマホールディングス,1
2023/04,3356,,テリロジー,
2023/04,3358,12,ワイエスフード,1
2023/04,3359,14,ｃｏｔｔａ,1
2023/04,3360,11,シップヘルスケアホールディング,1
2023/04,3361,12,トーエル,1
2023/04,3362,,チムニー,
2023/04,3364,,ナルミヤ・インターナショナル,
2023/04,3366,,一六堂,
2023/04,3367,,グリーンフーズ,
2023/04,3370,12,フジタコーポレーション,1
2023/04,3371,11,ソフトクリエイトホールディング,1
2023/04,3372,12,関門海,1
2023/04,3373,,リンク・セオリー・ホールディン,
2023/04,3374,12,内外テック,1
2023/04,3375,12,ＺＯＡ,1
2023/04,3376,,オンリー,
2023/04,3377,12,バイク王＆カンパニー,1
2023/04,3379,,富士バイオメディックス,
2023/04,3381,,ビズネット,
2023/04,3382,11,セブン＆アイ・ホールディングス,1
2023/04,3383,,ノア,
2023/04,3384,33,アークコア,3
2023/04,3385,,薬王堂,
2023/04,3386,12,コスモ・バイオ,1
2023/04,3387,11,クリエイト・レストランツ・ホー,1
2023/04,3388,11,明治電機工業,1
2023/04,3390,,ＩＮＴ,
2023/04,3391,11,ツルハホールディングス,1
2023/04,3392,12,デリカフーズホールディングス,1
2023/04,3393,11,スターティアホールディングス,1
2023/04,3394,,ネットワークバリューコンポネン,
2023/04,3395,11,サンマルクホールディングス,1
2023/04,3396,12,フェリシモ,1
2023/04,3397,11,トリドールホールディングス,1
2023/04,3398,,クスリのアオキ,
2023/04,3399,12,丸千代山岡家,1
2023/04,3401,11,帝人,1
2023/04,3402,11,東レ,1
2023/04,3403,,東邦テナックス,
2023/04,3404,,三菱ケミカル,
2023/04,3405,11,クラレ,1
2023/04,3407,11,旭化成,1
2023/04,3408,,サカイオーベックス,
2023/04,3409,12,北日本紡績,1
2023/04,3411,,オートリ,
2023/04,3415,11,ＴＯＫＹＯ　ＢＡＳＥ,1
2023/04,3416,14,ピクスタ,1
2023/04,3417,12,大木ヘルスケアホールディングス,1
2023/04,3418,14,バルニバービ,1
2023/04,3419,33,アートグリーン,3
2023/04,3420,12,ケー・エフ・シー,1
2023/04,3421,12,稲葉製作所,1
2023/04,3422,12,Ｊ－ＭＡＸ,1
2023/04,3423,12,エスイー,1
2023/04,3424,,ミヤコ,
2023/04,3425,,本郷,
2023/04,3426,12,アトムリビンテック,1
2023/04,3428,,サンポット,
2023/04,3429,,アドバネクスモーションデザイン,
2023/04,3431,11,宮地エンジニアリンググループ,1
2023/04,3432,,三協・立山ホールディングス,
2023/04,3433,11,トーカロ,1
2023/04,3434,12,アルファ,1
2023/04,3435,12,サンコーテクノ,1
2023/04,3436,11,ＳＵＭＣＯ,1
2023/04,3437,12,特殊電極,1
2023/04,3439,12,三ツ知,1
2023/04,3440,12,日創プロニティ,1
2023/04,3441,12,山王,1
2023/04,3442,32,ＭＩＥコーポレーション,3
2023/04,3443,11,川田テクノロジーズ,1
2023/04,3444,12,菊池製作所,1
2023/04,3445,11,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,1
2023/04,3446,11,ジェイテックコーポレーション,1
2023/04,3447,12,信和,1
2023/04,3448,15,清鋼材,1
2023/04,3449,12,テクノフレックス,1
2023/04,3450,15,サトウ産業,1
2023/04,3451,11,トーセイ・リート投資法人,1
2023/04,3452,11,ビーロット,1
2023/04,3453,11,ケネディクス商業リート投資法人,1
2023/04,3454,11,ファーストブラザーズ,1
2023/04,3455,11,ヘルスケア＆メディカル投資法人,1
2023/04,3456,15,ＴＳＯＮ,1
2023/04,3457,11,Ａｎｄ　Ｄｏホールディングス,1
2023/04,3458,11,シーアールイー,1
2023/04,3459,11,サムティ・レジデンシャル投資法,1
2023/04,3460,,ジャパン・シニアリビング投資法,
2023/04,3461,14,パルマ,1
2023/04,3462,11,野村不動産マスターファンド投資,1
2023/04,3463,11,いちごホテルリート投資法人,1
2023/04,3464,11,プロパティエージェント,1
2023/04,3465,11,ケイアイスター不動産,1
2023/04,3466,11,ラサールロジポート投資法人,1
2023/04,3467,11,アグレ都市デザイン,1
2023/04,3468,11,スターアジア不動産投資法人,1
2023/04,3469,12,デュアルタップ,1
2023/04,3470,11,マリモ地方創生リート投資法人,1
2023/04,3471,11,三井不動産ロジスティクスパーク,1
2023/04,3472,11,大江戸温泉リート投資法人,1
2023/04,3473,,さくら総合リート投資法人,
2023/04,3474,14,Ｇ－ＦＡＣＴＯＲＹ,1
2023/04,3475,11,グッドコムアセット,1
2023/04,3476,11,投資法人みらい,1
2023/04,3477,14,フォーライフ,1
2023/04,3478,,森トラスト・ホテルリート投資法,
2023/04,3479,14,ティーケーピー,1
2023/04,3480,11,ジェイ・エス・ビー,1
2023/04,3481,11,三菱地所物流リート投資法人,1
2023/04,3482,11,ロードスターキャピタル,1
2023/04,3483,15,翔栄,1
2023/04,3484,11,テンポイノベーション,1
2023/04,3486,11,グローバル・リンク・マネジメン,1
2023/04,3487,11,ＣＲＥロジスティクスファンド投,1
2023/04,3488,11,ザイマックス・リート投資法人,1
2023/04,3489,11,フェイスネットワーク,1
2023/04,3490,12,アズ企画設計,1
2023/04,3491,14,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1
2023/04,3492,11,タカラレーベン不動産投資法人,1
2023/04,3493,11,アドバンス・ロジスティクス投資,1
2023/04,3494,12,マリオン,1
2023/04,3495,12,香陵住販,1
2023/04,3496,14,アズーム,1
2023/04,3497,14,ＬｅＴｅｃｈ,1
2023/04,3498,14,霞ヶ関キャピタル,1
2023/04,3501,11,住江織物,1
2023/04,3502,,オリックス・インテリア,
2023/04,3503,,東レ・アムテックス,
2023/04,3504,32,丸八ホールディングス,3
2023/04,3512,12,日本フエルト,1
2023/04,3513,12,イチカワ,1
2023/04,3514,,日本バイリーン,
2023/04,3515,,フジコー,
2023/04,3521,11,エコナックホールディングス,1
2023/04,3524,12,日東製網,1
2023/04,3526,11,芦森工業,1
2023/04,3528,,ミライノベート,
2023/04,3529,11,アツギ,1
2023/04,3532,,堀田産業,
2023/04,3533,,ダイオ化成,
2023/04,3534,,ＮＢＣメッシュテック,
2023/04,3536,12,アクサスホールディングス,1
2023/04,3537,12,昭栄薬品,1
2023/04,3538,11,ウイルプラスホールディングス,1
2023/04,3539,11,ＪＭホールディングス,1
2023/04,3540,12,歯愛メディカル,1
2023/04,3541,14,農業総合研究所,1
2023/04,3542,14,ベガコーポレーション,1
2023/04,3543,11,コメダホールディングス,1
2023/04,3544,11,サツドラホールディングス,1
2023/04,3545,,デファクトスタンダード,
2023/04,3546,11,アレンザホールディングス,1
2023/04,3547,12,串カツ田中ホールディングス,1
2023/04,3548,11,バロックジャパンリミテッド,1
2023/04,3549,11,クスリのアオキホールディングス,1
2023/04,3550,14,スタジオアタオ,1
2023/04,3551,12,ダイニック,1
2023/04,3552,,東洋クロス,
2023/04,3553,12,共和レザー,1
2023/04,3556,14,リネットジャパングループ,1
2023/04,3557,14,ユナイテッド＆コレクティブ,1
2023/04,3558,14,ロコンド,1
2023/04,3559,11,ピーバンドットコム,1
2023/04,3560,12,ほぼ日,1
2023/04,3561,11,力の源ホールディングス,1
2023/04,3562,12,Ｎｏ．１,1
2023/04,3563,11,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭ,1
2023/04,3564,,ビバホーム,
2023/04,3565,11,アセンテック,1
2023/04,3566,14,ユニフォームネクスト,1
2023/04,3569,11,セーレン,1
2023/04,3570,,オリカキャピタル,
2023/04,3571,12,ソトー,1
2023/04,3572,,大同マルタ染工,
2023/04,3573,,高瀬染工場,
2023/04,3576,,カンボウプラス,
2023/04,3577,12,東海染工,1
2023/04,3578,,倉庫精練,
2023/04,3580,11,小松マテーレ,1
2023/04,3581,,岐セン,
2023/04,3583,12,オーベクス,1
2023/04,3584,,福助,
2023/04,3585,,トムス・エンタテインメント,
2023/04,3587,,グローバルアジアホールディング,
2023/04,3588,,丸山工業,
2023/04,3591,11,ワコールホールディングス,1
2023/04,3592,,ＣＨＯＹＡ,
2023/04,3593,11,ホギメディカル,1
2023/04,3594,,森下興産,
2023/04,3595,,ヤギコーポレーション,
2023/04,3596,,ワールド,
2023/04,3597,12,自重堂,1
2023/04,3598,12,山喜,1
2023/04,3599,,コーコス信岡,
2023/04,3600,12,フジックス,1
2023/04,3601,,双日インフィニティ,
2023/04,3602,,イタリヤード,
2023/04,3603,,チャコット,
2023/04,3604,12,川本産業,1
2023/04,3605,,サンエー・インターナショナル資,
2023/04,3606,,レナウン,
2023/04,3607,12,クラウディアホールディングス,1
2023/04,3608,11,ＴＳＩホールディングス,1
2023/04,3610,,はかた匠工芸,
2023/04,3611,11,マツオカコーポレーション,1
2023/04,3612,11,ワールド,1
2023/04,3620,,デジタルハーツ,
2023/04,3622,14,ネットイヤーグループ,1
2023/04,3623,14,ビリングシステム,1
2023/04,3624,14,アクセルマーク,1
2023/04,3625,14,テックファームホールディングス,1
2023/04,3626,11,ＴＩＳ,1
2023/04,3627,11,ＪＮＳホールディングス,1
2023/04,3628,14,データホライゾン,1
2023/04,3629,,クロス・マーケティング,
2023/04,3630,,電算システム,
2023/04,3632,11,グリー,1
2023/04,3633,11,ＧＭＯペパボ,1
2023/04,3634,12,ソケッツ,1
2023/04,3635,11,コーエーテクモホールディングス,1
2023/04,3636,11,三菱総合研究所,1
2023/04,3639,12,ボルテージ,1
2023/04,3640,12,電算,1
2023/04,3641,12,パピレス,1
2023/04,3644,,１ｓｔホールディングス,
2023/04,3645,14,メディカルネット,1
2023/04,3646,14,駅探,1
2023/04,3647,12,ジー・スリーホールディングス,1
2023/04,3648,12,ＡＧＳ,1
2023/04,3649,11,ファインデックス,1
2023/04,3651,,ミレニアム,
2023/04,3652,14,ディジタルメディアプロフェッシ,1
2023/04,3653,14,モルフォ,1
2023/04,3654,,ヒト・コミュニケーションズ,
2023/04,3655,11,ブレインパッド,1
2023/04,3656,11,ＫＬａｂ,1
2023/04,3657,11,ポールトゥウィンホールディング,1
2023/04,3658,,イーブックイニシアティブジャパ,
2023/04,3659,11,ネクソン,1
2023/04,3660,11,アイスタイル,1
2023/04,3661,11,エムアップホールディングス,1
2023/04,3662,11,エイチーム,1
2023/04,3663,12,セルシス,1
2023/04,3664,14,モブキャストホールディングス,1
2023/04,3665,11,エニグモ,1
2023/04,3666,11,テクノスジャパン,1
2023/04,3667,12,ｅｎｉｓｈ,1
2023/04,3668,11,コロプラ,1
2023/04,3669,,モバイルクリエイト,
2023/04,3670,12,協立情報通信,1
2023/04,3671,14,ソフトマックス,1
2023/04,3672,12,オルトプラス,1
2023/04,3673,11,ブロードリーフ,1
2023/04,3674,14,オークファン,1
2023/04,3675,11,クロス・マーケティンググループ,1
2023/04,3676,11,デジタルハーツホールディングス,1
2023/04,3677,11,システム情報,1
2023/04,3678,11,メディアドゥ,1
2023/04,3679,11,じげん,1
2023/04,3680,14,ホットリンク,1
2023/04,3681,11,ブイキューブ,1
2023/04,3682,12,エンカレッジ・テクノロジ,1
2023/04,3683,11,サイバーリンクス,1
2023/04,3685,,エニマリ,
2023/04,3686,12,ディー・エル・イー,1
2023/04,3687,11,フィックスターズ,1
2023/04,3688,11,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,1
2023/04,3689,,イグニス,
2023/04,3690,14,イルグルム,1
2023/04,3691,14,デジタルプラス,1
2023/04,3692,14,ＦＦＲＩセキュリティ,1
2023/04,3693,,イー・カムトゥルー,
2023/04,3694,11,オプティム,1
2023/04,3695,14,ＧＭＯリサーチ,1
2023/04,3696,11,セレス,1
2023/04,3697,11,ＳＨＩＦＴ,1
2023/04,3698,14,ＣＲＩ・ミドルウェア,1
2023/04,3702,,山陽国策パルプ,
2023/04,3706,,東海パルプ,
2023/04,3707,,東洋パルプ,
2023/04,3708,11,特種東海製紙,1
2023/04,3710,12,ジョルダン,1
2023/04,3711,,創通,
2023/04,3712,12,情報企画,1
2023/04,3713,,ネットマークス,
2023/04,3714,,アソシエント・テクノロジー,
2023/04,3715,,ドワンゴ,
2023/04,3716,,ＮＥＯ　ＯＮＥホールディングス,
2023/04,3717,,ＮＥＣシステムテクノロジー,
2023/04,3719,12,ジェクシード,1
2023/04,3720,,マッグガーデン,
2023/04,3722,,デジサート・ジャパン,
2023/04,3723,14,日本ファルコム,1
2023/04,3724,,ベリサーブ,
2023/04,3725,,バンダイネットワークス,
2023/04,3726,12,フォーシーズＨＤ,1
2023/04,3727,14,アプリックス,1
2023/04,3730,,マクロミル,
2023/04,3731,,京王ズホールディングス,
2023/04,3732,,イーウェーヴ,
2023/04,3733,12,ソフトウェア・サービス,1
2023/04,3734,,インテア・ホールディングス,
2023/04,3735,,日立システムアンドサービス,
2023/04,3736,,コネクトテクノロジーズ,
2023/04,3738,11,ティーガイア,1
2023/04,3739,33,コムシード,3
2023/04,3740,,フレームワークス,
2023/04,3741,11,セック,1
2023/04,3742,,ＩＴｂｏｏｋ,
2023/04,3744,12,サイオス,1
2023/04,3745,,サミーネットワークス,
2023/04,3746,,フリービットクラウド,
2023/04,3747,12,インタートレード,1
2023/04,3749,,ＤＧフィナンシャルテクノロジー,
2023/04,3750,12,サイトリ細胞研究所,1
2023/04,3751,,日本アジアグループ,
2023/04,3752,,ワイズマン,
2023/04,3753,12,フライトホールディングス,1
2023/04,3754,,エキサイト,
2023/04,3755,,ゴンゾ,
2023/04,3756,,ＪＳＥＥホールディングス,
2023/04,3758,12,アエリア,1
2023/04,3760,12,ケイブ,1
2023/04,3762,11,テクマトリックス,1
2023/04,3763,11,プロシップ,1
2023/04,3764,,アッカ・ネットワークス,
2023/04,3765,11,ガンホー・オンライン・エンター,1
2023/04,3766,12,システムズ・デザイン,1
2023/04,3767,,ネクステック,
2023/04,3768,12,リスクモンスター,1
2023/04,3769,11,ＧＭＯペイメントゲートウェイ,1
2023/04,3770,12,ザッパラス,1
2023/04,3771,11,システムリサーチ,1
2023/04,3772,12,ウェルス・マネジメント,1
2023/04,3773,14,アドバンスト・メディア,1
2023/04,3774,11,インターネットイニシアティブ,1
2023/04,3775,33,ガイアックス,3
2023/04,3776,12,ブロードバンドタワー,1
2023/04,3777,14,ＦＨＴホールディングス,1
2023/04,3778,11,さくらインターネット,1
2023/04,3779,12,ジェイ・エスコムホールディング,1
2023/04,3780,,メビックス,
2023/04,3781,,ＤＰＧホールディングス,
2023/04,3782,14,ディー・ディー・エス,1
2023/04,3783,,ナノ・メディア,
2023/04,3784,12,ヴィンクス,1
2023/04,3785,,エイティング,
2023/04,3786,,テレビ東京コミュニケーションズ,
2023/04,3787,12,テクノマセマティカル,1
2023/04,3788,11,ＧＭＯグローバルサイン・ホール,1
2023/04,3789,,ソニーネットワークコミュニケー,
2023/04,3790,,日本オフィス・システム,
2023/04,3791,12,ＩＧポート,1
2023/04,3792,,ＧＭＯゲームポット,
2023/04,3793,14,ドリコム,1
2023/04,3794,,エヌ・デーソフトウェア,
2023/04,3796,12,いい生活,1
2023/04,3797,,ファンダンゴ,
2023/04,3798,12,ＵＬＳグループ,1
2023/04,3799,12,キーウェアソリューションズ,1
2023/04,3800,12,ユニリタ,1
2023/04,3801,,エー・エス・アイ,
2023/04,3802,12,エコミック,1
2023/04,3803,14,イメージ情報開発,1
2023/04,3804,12,システム　ディ,1
2023/04,3807,14,フィスコ,1
2023/04,3808,33,オウケイウェイヴ,3
2023/04,3809,,バリオセキュア・ネットワークス,
2023/04,3810,12,サイバーステップ,1
2023/04,3811,,ビットアイル・エクイニクス,
2023/04,3812,,ゲームオン,
2023/04,3813,,ゴメス・コンサルティング,
2023/04,3814,14,アルファクス・フード・システム,1
2023/04,3815,14,メディア工房,1
2023/04,3816,12,大和コンピューター,1
2023/04,3817,11,ＳＲＡホールディングス,1
2023/04,3818,,バンクテック・ジャパン,
2023/04,3819,,インテックホールディングス,
2023/04,3820,,ＪＢＩＳホールディングス,
2023/04,3821,,フラクタリスト,
2023/04,3822,,ＳＣＳＫ　Ｍｉｎｏｒｉソリュー,
2023/04,3823,12,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ,1
2023/04,3824,61,メディアファイブ,6
2023/04,3825,12,リミックスポイント,1
2023/04,3826,12,システムインテグレータ,1
2023/04,3827,,ジャパンインベスト・グループ,
2023/04,3828,,富士通クラウドテクノロジーズ,
2023/04,3829,,セルシス,
2023/04,3830,33,ギガプライズ,3
2023/04,3831,,パイプドビッツ,
2023/04,3832,,Ｔ＆Ｃメディカルサイエンス,
2023/04,3834,11,朝日ネット,1
2023/04,3835,11,ｅＢＡＳＥ,1
2023/04,3836,11,アバントグループ,1
2023/04,3837,11,アドソル日進,1
2023/04,3838,,ＡＱインタラクティブ,
2023/04,3839,11,ＯＤＫソリューションズ,1
2023/04,3840,12,パス,1
2023/04,3841,12,ジーダット,1
2023/04,3842,14,ネクストジェン,1
2023/04,3843,11,フリービット,1
2023/04,3844,11,コムチュア,1
2023/04,3845,12,アイフリークモバイル,1
2023/04,3846,,エイチアイ,
2023/04,3847,12,パシフィックシステム,1
2023/04,3848,12,データ・アプリケーション,1
2023/04,3849,81,日本テクノ・ラボ,8
2023/04,3850,12,エヌ・ティ・ティ・データ・イン,1
2023/04,3851,12,日本一ソフトウェア,1
2023/04,3852,12,サイバーコム,1
2023/04,3853,11,アステリア,1
2023/04,3854,11,アイル,1
2023/04,3856,12,Ａｂａｌａｎｃｅ,1
2023/04,3857,12,ラック,1
2023/04,3858,12,ユビキタスＡＩ,1
2023/04,3859,,シナジーマーケティング,
2023/04,3861,11,王子ホールディングス,1
2023/04,3862,,本州製紙,
2023/04,3863,11,日本製紙,1
2023/04,3864,11,三菱製紙,1
2023/04,3865,11,北越コーポレーション,1
2023/04,3867,,神崎製紙,
2023/04,3868,,高崎三興,
2023/04,3869,,日本大昭和板紙,
2023/04,3870,,日本加工製紙,
2023/04,3871,,大昭和製紙,
2023/04,3872,,日本製紙パピリア,
2023/04,3877,11,中越パルプ工業,1
2023/04,3878,12,巴川製紙所,1
2023/04,3880,11,大王製紙,1
2023/04,3881,,特種製紙,
2023/04,3882,,紀州製紙,
2023/04,3883,,セッツ,
2023/04,3885,,三興製紙,
2023/04,3886,,チューエツ,
2023/04,3887,,中央板紙,
2023/04,3888,,三善製紙,
2023/04,3889,,大平製紙,
2023/04,3890,,ゼネラルホールディングス,
2023/04,3891,12,ニッポン高度紙工業,1
2023/04,3892,12,岡山製紙,1
2023/04,3893,,日本製紙グループ本社,
2023/04,3895,12,ハビックス,1
2023/04,3896,12,阿波製紙,1
2023/04,3900,14,クラウドワークス,1
2023/04,3901,11,マークラインズ,1
2023/04,3902,11,メディカル・データ・ビジョン,1
