期間,株式コード,上場コード,銘柄名称,取引所
2023/04,8404,,みずほ信託銀行,
2023/04,8405,,日本信託銀行,
2023/04,8407,,ＵＦＪ信託銀行,
2023/04,8408,,中央三井信託銀行,
2023/04,8409,,きらぼし銀行,
2023/04,8410,11,セブン銀行,1
2023/04,8411,11,みずほフィナンシャルグループ,1
2023/04,8415,,紀陽ホールディングス,
2023/04,8416,12,高知銀行,1
2023/04,8418,11,山口フィナンシャルグループ,1
2023/04,8421,11,信金中央金庫,1
2023/04,8423,,アクリーティブ,
2023/04,8424,11,芙蓉総合リース,1
2023/04,8425,11,みずほリース,1
2023/04,8426,,ブルーホライゾン債権回収,
2023/04,8432,,住信リース,
2023/04,8437,,ファイナンス・オール,
2023/04,8439,11,東京センチュリー,1
2023/04,8458,,大和キャピタル・ホールディング,
2023/04,8462,12,フューチャーベンチャーキャピタ,1
2023/04,8473,11,ＳＢＩホールディングス,1
2023/04,8489,,ジャパン・ファイナンシャル・ソ,
2023/04,8493,,ＣＲＥＳＴ,
2023/04,8507,,ジャックス・ペイメント・ソリュ,
2023/04,8508,12,Ｊトラスト,1
2023/04,8511,11,日本証券金融,1
2023/04,8512,,大阪証券金融,
2023/04,8513,,中部証券金融,
2023/04,8514,,ユニバーサルウェルネス,
2023/04,8515,11,アイフル,1
2023/04,8518,12,日本アジア投資,1
2023/04,8519,,ポケットカード,
2023/04,8520,,きらやか銀行,
2023/04,8521,12,長野銀行,1
2023/04,8522,11,名古屋銀行,1
2023/04,8523,,近畿銀行,
2023/04,8524,11,北洋銀行,1
2023/04,8525,,なみはや銀行,
2023/04,8526,,福徳銀行,
2023/04,8527,,愛知銀行,
2023/04,8528,,岐阜銀行,
2023/04,8529,,三十三銀行,
2023/04,8530,,中京銀行,
2023/04,8531,,札幌銀行,
2023/04,8532,,兵庫銀行,
2023/04,8533,,もみじ銀行,
2023/04,8534,,東京相和銀行,
2023/04,8535,,平和相互銀行,
2023/04,8536,,東日本銀行,
2023/04,8537,12,大光銀行,1
2023/04,8538,,新潟中央銀行,
2023/04,8539,,福岡シティ銀行,
2023/04,8540,60,福岡中央銀行,6
2023/04,8541,11,愛媛銀行,1
2023/04,8542,12,トマト銀行,1
2023/04,8543,,みなと銀行,
2023/04,8544,11,京葉銀行,1
2023/04,8545,,関西アーバン銀行,
2023/04,8546,,太平洋銀行,
2023/04,8547,,徳陽シティ銀行,
2023/04,8548,,九州銀行,
2023/04,8549,,せとうち銀行,
2023/04,8550,11,栃木銀行,1
2023/04,8551,11,北日本銀行,1
2023/04,8552,,びわこ銀行,
2023/04,8553,,熊本銀行,
2023/04,8554,60,南日本銀行,6
2023/04,8555,,肥後ファミリー銀行,
2023/04,8556,,香川銀行,
2023/04,8557,,阪和銀行,
2023/04,8558,11,東和銀行,1
2023/04,8559,60,豊和銀行,6
2023/04,8560,60,宮崎太陽銀行,6
2023/04,8561,,徳島大正銀行,
2023/04,8562,12,福島銀行,1
2023/04,8563,12,大東銀行,1
2023/04,8564,,武富士,
2023/04,8565,,ＧＥ三洋クレジット,
2023/04,8566,11,リコーリース,1
2023/04,8567,,クレディア,
2023/04,8568,,新生パーソナルローン,
2023/04,8569,,ユニコ・コーポレーション,
2023/04,8570,11,イオンフィナンシャルサービス,1
2023/04,8571,,ＮＩＳグループ,
2023/04,8572,12,アコム,1
2023/04,8573,,三洋信販,
2023/04,8574,,ＳＭＢＣコンシューマーファイナ,
2023/04,8575,,兵銀ファクター,
2023/04,8576,,日栄ファイナンス,
2023/04,8577,,日本保証,
2023/04,8578,,第一住宅金融,
2023/04,8579,,東京リース,
2023/04,8580,,ファーストクレジット,
2023/04,8581,,日本住宅金融,
2023/04,8582,,日貿信,
2023/04,8583,,三菱ＵＦＪニコス,
2023/04,8584,11,ジャックス,1
2023/04,8585,11,オリエントコーポレーション,1
2023/04,8586,,日立キャピタル,
2023/04,8587,,ライフ,
2023/04,8588,,セントラルファイナンス,
2023/04,8589,,アプラスフィナンシャル,
2023/04,8590,,新生プロパティファイナンス,
2023/04,8591,11,オリックス,1
2023/04,8592,,三井住友ファイナンス＆リース,
2023/04,8593,11,三菱ＨＣキャピタル,1
2023/04,8594,80,中道リース,8
2023/04,8595,11,ジャフコ　グループ,1
2023/04,8596,12,九州リースサービス,1
2023/04,8597,,ＳＦＣＧ,
2023/04,8598,,オールコーポレーション,
2023/04,8599,,ＵＦＪセントラルリース,
2023/04,8600,11,トモニホールディングス,1
2023/04,8601,11,大和証券グループ本社,1
2023/04,8602,,山一証券,
2023/04,8603,,日興コーディアル　グループ,
2023/04,8604,11,野村ホールディングス,1
2023/04,8605,,三洋証券,
2023/04,8606,,みずほ証券,
2023/04,8607,,みずほインベスターズ証券,
2023/04,8608,,和光証券,
2023/04,8609,11,岡三証券グループ,1
2023/04,8610,,さくらフレンド証券,
2023/04,8611,,岩井コスモ証券,
2023/04,8612,,第一証券,
2023/04,8613,11,丸三証券,1
2023/04,8614,11,東洋証券,1
2023/04,8615,,三菱ＵＦＪ証券ホールディングス,
2023/04,8616,11,東海東京フィナンシャル・ホール,1
2023/04,8617,12,光世証券,1
2023/04,8618,,太平洋証券,
2023/04,8619,,ナショナル証券,
2023/04,8620,,東海丸万証券,
2023/04,8621,,ＵＦＪつばさ証券,
2023/04,8622,11,水戸証券,1
2023/04,8623,,ＳＭＢＣフレンド証券,
2023/04,8624,11,いちよし証券,1
2023/04,8625,,高木証券,
2023/04,8626,,マネックス証券,
2023/04,8627,,イー・トレード,
2023/04,8628,11,松井証券,1
2023/04,8629,,ソフトバンク・フロンティア証券,
2023/04,8630,11,ＳＯＭＰＯホールディングス,1
2023/04,8631,,パリバ,
2023/04,8632,,シティコープ,
2023/04,8633,,エフ・シー・シー,
2023/04,8634,,ジェー・ピー・モルガン・チェー,
2023/04,8635,,バンカメリカ,
2023/04,8636,,セキュリティ・パシフィック,
2023/04,8637,,オーストラリア・バンク,
2023/04,8638,,ドレスナー・バンク,
2023/04,8639,,スイス・ユニオン銀行,
2023/04,8640,,トロント・ドミニオン銀行,
2023/04,8641,,ウエストパック・バンキング,
2023/04,8642,,バークレイズ,
2023/04,8643,,カナディアンインペリアルバンク,
2023/04,8644,,コメルツバンク,
2023/04,8645,,ロイヤル・バンク・オブ・カナダ,
2023/04,8646,,スタンダード・チャータード,
2023/04,8647,,ジェントラ,
2023/04,8648,,バンク・オブ・アメリカ,
2023/04,8649,,ジェイ・ピー・モルガン,
2023/04,8650,,ナショナル・ウエストミンスター,
2023/04,8651,,ドイツ銀行,
2023/04,8652,,スイス銀行,
2023/04,8653,,クレディ・スイス・グループ,
2023/04,8654,,バンコ・サンタンデール・セント,
2023/04,8655,,ビルバオ・ビスカヤ,
2023/04,8656,,セントラルイスパノアメリカーノ,
2023/04,8657,,ユービーエス・エイ・ジー,
2023/04,8660,,アメリカン・エキスプレス,
2023/04,8664,,クレディ・リヨネ,
2023/04,8665,,ビー・エヌ・ピー・パリバ,
2023/04,8666,,ソシエテ　ジェネラル,
2023/04,8668,,アジア・ボンド・アンド・カレン,
2023/04,8669,,アジア・ハイ・イールド・ボンド,
2023/04,8670,,ロベコ,
2023/04,8671,,フォーリン＆コロニアル,
2023/04,8672,,グローブインベストメント,
2023/04,8673,,アセアン・シュプリーム・ファン,
2023/04,8675,,メリルリンチ,
2023/04,8676,,コリア・ファンド,
2023/04,8677,,シンガポール・ファンド,
2023/04,8678,,イベロ・アメリカ・ファンド,
2023/04,8679,,タイ・キャピタル・ファンド,
2023/04,8680,,ヨーロピアン・エクイティ・ファ,
2023/04,8681,,コリア・エクイティ・ファンド,
2023/04,8682,,モルガン・スタンレー・アジア－,
2023/04,8683,,テンプルトンドラゴンファンド,
2023/04,8684,,コーナーストーン・ストラテジッ,
2023/04,8685,,アメリカン・インターナショナル,
2023/04,8686,,アフラック,
2023/04,8687,,リンカーン・ナショナル,
2023/04,8688,,トランスアメリカ,
2023/04,8689,,エイゴン,
2023/04,8690,,ラテンアメリカスモーラーカンパ,
2023/04,8691,,日本証券代行,
2023/04,8692,,だいこう証券ビジネス,
2023/04,8696,,ＳＢＩ証券,
2023/04,8697,11,日本取引所グループ,1
2023/04,8698,11,マネックスグループ,1
2023/04,8699,12,ＨＳホールディングス,1
2023/04,8700,12,丸八証券,1
2023/04,8701,,ＳＢＩ証券,
2023/04,8702,,スターホールディングス,
2023/04,8703,,ａｕカブコム証券,
2023/04,8704,12,トレイダーズホールディングス,1
2023/04,8705,12,日産証券グループ,1
2023/04,8706,11,極東証券,1
2023/04,8707,11,岩井コスモホールディングス,1
2023/04,8708,11,アイザワ証券グループ,1
2023/04,8709,,インヴァスト証券,
2023/04,8710,,シティグループ,
2023/04,8711,,ＦＸプライムｂｙＧＭＯ,
2023/04,8713,11,フィデアホールディングス,1
2023/04,8714,11,池田泉州ホールディングス,1
2023/04,8715,11,アニコム　ホールディングス,1
2023/04,8718,,ＪＰＮホールディングス,
2023/04,8720,,ベンチャービジネス証券投資法人,
2023/04,8721,,ベンチャー・リヴァイタライズ証,
2023/04,8725,11,ＭＳ＆ＡＤインシュアランスグル,1
2023/04,8728,,マネースクウェアＨＤ,
2023/04,8729,,ソニーフィナンシャルグループ,
2023/04,8732,11,マネーパートナーズグループ,1
2023/04,8734,,アストマックス・トレーディング,
2023/04,8735,,ＳＢＩフューチャーズ,
2023/04,8737,12,あかつき本社,1
2023/04,8738,,ひまわりホールディングス,
2023/04,8739,11,スパークス・グループ,1
2023/04,8740,,フジトミ証券,
2023/04,8741,,日本エネ製作,
2023/04,8742,12,小林洋行,1
2023/04,8743,,ひまわりインベストメント,
2023/04,8744,,ユニコムグループホールディング,
2023/04,8745,,グローバリー,
2023/04,8746,12,第一商品,1
2023/04,8747,12,豊トラスティ証券,1
2023/04,8748,,岡藤商事,
2023/04,8749,,エース交易,
2023/04,8750,11,第一生命ホールディングス,1
2023/04,8751,,東京海上日動火災保険,
2023/04,8752,,三井住友海上火災保険,
2023/04,8753,,住友海上火災保険,
2023/04,8754,,日本興亜損害保険,
2023/04,8755,,損害保険ジャパン,
2023/04,8756,,日産火災海上保険,
2023/04,8757,,日新火災海上保険,
2023/04,8758,,千代田火災海上保険,
2023/04,8759,,ニッセイ同和損害保険,
2023/04,8760,,日動火災海上保険,
2023/04,8761,,あいおいニッセイ同和損害保険,
2023/04,8762,,興亜火災海上保険,
2023/04,8763,,富士火災海上保険,
2023/04,8764,,太陽火災海上保険,
2023/04,8765,,大成火災海上保険,
2023/04,8766,11,東京海上ホールディングス,1
2023/04,8767,,ウェブクルー,
2023/04,8769,11,アドバンテッジリスクマネジメン,1
2023/04,8771,11,イー・ギャランティ,1
2023/04,8772,12,アサックス,1
2023/04,8774,,ジェーピーエヌ債権回収,
2023/04,8783,12,ＧＦＡ,1
2023/04,8787,,ＵＣＳ,
2023/04,8789,12,フィンテック　グローバル,1
2023/04,8793,11,ＮＥＣキャピタルソリューション,1
2023/04,8795,11,Ｔ＆Ｄホールディングス,1
2023/04,8796,,太陽生命保険,
2023/04,8798,11,アドバンスクリエイト,1
2023/04,8799,,大同生命保険,
2023/04,8801,11,三井不動産,1
2023/04,8802,11,三菱地所,1
2023/04,8803,11,平和不動産,1
2023/04,8804,11,東京建物,1
2023/04,8805,,日本中央地所,
2023/04,8806,,ダイビル,
2023/04,8809,,サンケイビル,
2023/04,8810,,大阪港振興,
2023/04,8813,,オリックス市岡,
2023/04,8815,,東急不動産,
2023/04,8817,,阪急阪神不動産,
2023/04,8818,11,京阪神ビルディング,1
2023/04,8821,,立飛企業,
2023/04,8826,,長谷工不動産ホールディングス,
2023/04,8829,,大和団地,
2023/04,8830,11,住友不動産,1
2023/04,8831,,阪神不動産,
2023/04,8832,,小田急不動産,
2023/04,8833,,東宝不動産,
2023/04,8834,,三菱地所レジデンス,
2023/04,8835,12,太平洋興発,1
2023/04,8836,12,ＲＩＳＥ,1
2023/04,8837,,北海道振興,
2023/04,8838,,有楽土地,
2023/04,8839,,ニチモ,
2023/04,8840,,大京,
2023/04,8841,12,テーオーシー,1
2023/04,8842,11,東京楽天地,1
2023/04,8843,,ダーウィン,
2023/04,8844,12,コスモスイニシア,1
2023/04,8845,,セザールコーポレーション,
2023/04,8846,,積水ハウス不動産東京,
2023/04,8847,,第一コーポレーション,
2023/04,8848,11,レオパレス２１,1
2023/04,8849,,箕輪不動産,
2023/04,8850,11,スターツコーポレーション,1
2023/04,8851,,アーバンライフ,
2023/04,8852,,積水ハウス不動産関西,
2023/04,8853,,ダイヤモンドシティ,
2023/04,8854,12,日住サービス,1
2023/04,8855,,ＳＫＹリアルエステート,
2023/04,8856,,森永開発,
2023/04,8857,,三井不動産リアルティ,
2023/04,8858,,ダイア建設,
2023/04,8859,,五十鈴建設,
2023/04,8860,11,フジ住宅,1
2023/04,8861,,センコー産業,
2023/04,8862,,檜不動産,
2023/04,8863,,積水ハウス不動産中部,
2023/04,8864,11,空港施設,1
2023/04,8865,,神鋼興産,
2023/04,8866,,コマーシャル・アールイー,
2023/04,8867,,相鉄アーバンクリエイツ,
2023/04,8868,,アーバンコーポレイション,
2023/04,8869,11,明和地所,1
2023/04,8870,,住友不動産販売,
2023/04,8871,11,ゴールドクレスト,1
2023/04,8872,,エイブル,
2023/04,8873,,積水ハウス不動産中国四国,
2023/04,8874,,長谷工不動産,
2023/04,8875,,東栄住宅,
2023/04,8876,11,リログループ,1
2023/04,8877,11,エスリード,1
2023/04,8878,,大和地所レジデンス,
2023/04,8879,,東急リバブル,
2023/04,8880,,飯田産業,
2023/04,8881,11,日神グループホールディングス,1
2023/04,8882,,ゼファー,
2023/04,8884,,ディックスクロキ,
2023/04,8885,,ラ・アトレ,
2023/04,8886,12,ウッドフレンズ,1
2023/04,8887,12,リベレステ,1
2023/04,8888,,クリード,
2023/04,8889,12,ＡＰＡＭＡＮ,1
2023/04,8890,12,レーサム,1
2023/04,8891,12,ＡＭＧホールディングス,1
2023/04,8892,11,日本エスコン,1
2023/04,8893,12,新日本建物,1
2023/04,8894,12,ＲＥＶＯＬＵＴＩＯＮ,1
2023/04,8895,,アーネストワン,
2023/04,8896,,クレアスアセット,
2023/04,8897,11,ＭＩＲＡＲＴＨホールディングス,1
2023/04,8898,12,センチュリー２１・ジャパン,1
2023/04,8899,,モリモト,
2023/04,8900,,セイクレスト,
2023/04,8901,,ダイナシティ,
2023/04,8902,,パシフィックホールディングス,
2023/04,8903,12,サンウッド,1
2023/04,8904,11,ＡＶＡＮＴＩＡ,1
2023/04,8905,11,イオンモール,1
2023/04,8906,,積水ハウス不動産九州,
2023/04,8907,,フージャースコーポレーション,
2023/04,8908,12,毎日コムネット,1
2023/04,8909,,シノケングループ,
2023/04,8910,,サンシティ,
2023/04,8911,,創建ホームズ,
2023/04,8912,12,エリアクエスト,1
2023/04,8913,,ゼクス,
2023/04,8914,12,エリアリンク,1
2023/04,8915,,タクトホーム,
2023/04,8917,11,ファースト住建,1
2023/04,8918,12,ランド,1
2023/04,8919,11,カチタス,1
2023/04,8920,12,東祥,1
2023/04,8921,15,シーズクリエイト,1
2023/04,8922,,日本アセットマーケティング,
2023/04,8923,11,トーセイ,1
2023/04,8924,,リサ・パートナーズ,
2023/04,8925,12,アルデプロ,1
2023/04,8927,12,明豊エンタープライズ,1
2023/04,8928,12,穴吹興産,1
2023/04,8929,12,青山財産ネットワークス,1
2023/04,8931,12,和田興産,1
2023/04,8933,,ＮＴＴ都市開発,
2023/04,8934,11,サンフロンティア不動産,1
2023/04,8935,11,ＦＪネクストホールディングス,1
2023/04,8936,,リプラス,
2023/04,8937,,Ｈｕｍａｎ２１,
2023/04,8938,14,グローム・ホールディングス,1
2023/04,8939,,大和システム,
2023/04,8940,11,インテリックス,1
2023/04,8941,,レイコフ,
2023/04,8942,,シンプレクス・インベストメント,
2023/04,8943,,エスグラントコーポレーション,
2023/04,8944,12,ランドビジネス,1
2023/04,8945,11,サンネクスタグループ,1
2023/04,8946,12,ＡＳＩＡＮ　ＳＴＡＲ,1
2023/04,8947,,ノエル,
2023/04,8948,,ランドコム,
2023/04,8949,,ＮＥＣトラスト,
2023/04,8950,,メリルリンチ円建ＴＯＰＲＳトラスト１,
2023/04,8951,11,日本ビルファンド投資法人,1
2023/04,8952,11,ジャパンリアルエステイト投資法,1
2023/04,8953,11,日本都市ファンド投資法人,1
2023/04,8954,11,オリックス不動産投資法人,1
2023/04,8955,11,日本プライムリアルティ投資法人,1
2023/04,8956,11,ＮＴＴ都市開発リート投資法人,1
2023/04,8957,11,東急リアル・エステート投資法人,1
2023/04,8958,11,グローバル・ワン不動産投資法人,1
2023/04,8959,,野村不動産オフィスファンド投資,
2023/04,8960,11,ユナイテッド・アーバン投資法人,1
2023/04,8961,11,森トラストリート投資法人,1
2023/04,8962,,日本レジデンシャル投資法人,
2023/04,8963,11,インヴィンシブル投資法人,1
2023/04,8964,11,フロンティア不動産投資法人,1
2023/04,8965,,ニューシティ・レジデンス投資法,
2023/04,8966,11,平和不動産リート投資法人,1
2023/04,8967,11,日本ロジスティクスファンド投資,1
2023/04,8968,11,福岡リート投資法人,1
2023/04,8969,,プロスペクト・リート投資法人,
2023/04,8970,,ジャパン・シングルレジデンス投,
2023/04,8972,11,ケネディクス・オフィス投資法人,1
2023/04,8973,,積水ハウス・レジデンシャル投資,
2023/04,8974,,ラサール　ジャパン投資法人,
2023/04,8975,11,いちごオフィスリート投資法人,1
2023/04,8976,11,大和証券オフィス投資法人,1
2023/04,8977,11,阪急阪神リート投資法人,1
2023/04,8978,,アドバンス・レジデンス投資法人,
2023/04,8979,11,スターツプロシード投資法人,1
2023/04,8980,,エルシーピー投資法人,
2023/04,8981,,ジャパン・ホテル・アンド・リゾ,
2023/04,8982,,トップリート投資法人,
2023/04,8983,,いちご不動産投資法人,
2023/04,8984,11,大和ハウスリート投資法人,1
2023/04,8985,11,ジャパン・ホテル・リート投資法,1
2023/04,8986,11,大和証券リビング投資法人,1
2023/04,8987,11,ジャパンエクセレント投資法人,1
2023/04,8990,,ヘンダーソンランドディベロプ,
2023/04,8991,,ライフステージ,
2023/04,8992,,グッドマンジャパン,
2023/04,8993,,アトリウムリアルティ,
2023/04,8995,12,誠建設工業,1
2023/04,8996,12,ハウスフリーダム,1
2023/04,8997,,日本パーキング,
2023/04,8998,,ＳＢＩライフリビング,
2023/04,8999,11,グランディハウス,1
2023/04,9001,11,東武鉄道,1
2023/04,9002,,西武鉄道,
2023/04,9003,11,相鉄ホールディングス,1
2023/04,9004,,小田急箱根ホールディングス,
2023/04,9005,11,東急,1
2023/04,9006,11,京浜急行電鉄,1
2023/04,9007,11,小田急電鉄,1
2023/04,9008,11,京王電鉄,1
2023/04,9009,11,京成電鉄,1
2023/04,9010,11,富士急行,1
2023/04,9012,12,秩父鉄道,1
2023/04,9013,,伊豆箱根鉄道,
2023/04,9014,,新京成電鉄,
2023/04,9017,12,新潟交通,1
2023/04,9019,,伊豆急行,
2023/04,9020,11,東日本旅客鉄道,1
2023/04,9021,11,西日本旅客鉄道,1
2023/04,9022,11,東海旅客鉄道,1
2023/04,9024,11,西武ホールディングス,1
2023/04,9025,11,鴻池運輸,1
2023/04,9027,80,ロジネットジャパン,8
2023/04,9028,12,ゼロ,1
2023/04,9029,12,ヒガシ２１,1
2023/04,9030,,アート引越センター,
2023/04,9031,11,西日本鉄道,1
2023/04,9033,12,広島電鉄,1
2023/04,9034,12,南総通運,1
2023/04,9035,60,第一交通産業,6
2023/04,9036,12,東部ネットワーク,1
2023/04,9037,11,ハマキョウレックス,1
2023/04,9038,,東海西濃運輸,
2023/04,9039,11,サカイ引越センター,1
2023/04,9040,32,大宝運輸,3
2023/04,9041,11,近鉄グループホールディングス,1
2023/04,9042,11,阪急阪神ホールディングス,1
2023/04,9043,,阪神電気鉄道,
2023/04,9044,11,南海電気鉄道,1
2023/04,9045,11,京阪ホールディングス,1
2023/04,9046,11,神戸電鉄,1
2023/04,9047,,名糖運輸,
2023/04,9048,11,名古屋鉄道,1
2023/04,9049,12,京福電気鉄道,1
2023/04,9050,,三重交通,
2023/04,9051,12,センコン物流,1
2023/04,9052,11,山陽電気鉄道,1
2023/04,9053,,中央運輸,
2023/04,9054,,大和物流,
2023/04,9055,11,アルプス物流,1
2023/04,9056,,ヒューテックノオリン,
2023/04,9057,12,遠州トラック,1
2023/04,9058,11,トランコム,1
2023/04,9059,12,カンダホールディングス,1
2023/04,9060,12,日本ロジテム,1
2023/04,9061,,富士物流,
2023/04,9062,,日本通運,
2023/04,9063,12,岡山県貨物運送,1
2023/04,9064,11,ヤマトホールディングス,1
2023/04,9065,11,山九,1
2023/04,9066,11,日新,1
2023/04,9067,12,丸運,1
2023/04,9068,11,丸全昭和運輸,1
2023/04,9069,11,センコーグループホールディング,1
2023/04,9070,11,トナミホールディングス,1
2023/04,9071,,札幌通運,
2023/04,9072,11,ニッコンホールディングス,1
2023/04,9073,12,京極運輸商事,1
2023/04,9074,12,日本石油輸送,1
2023/04,9075,11,福山通運,1
2023/04,9076,11,セイノーホールディングス,1
2023/04,9077,,名鉄運輸,
2023/04,9078,12,エスライン,1
2023/04,9079,,ＳＢＳロジコム,
2023/04,9080,,関東西濃運輸,
2023/04,9081,11,神奈川中央交通,1
2023/04,9082,12,大和自動車交通,1
2023/04,9083,12,神姫バス,1
2023/04,9085,80,北海道中央バス,8
2023/04,9086,,ロジスティード,
2023/04,9087,12,タカセ,1
2023/04,9088,,濃飛西濃運輸,
2023/04,9089,,バンダイロジパル,
2023/04,9090,11,ＡＺ－ＣＯＭ丸和ホールディング,1
2023/04,9099,11,Ｃ＆Ｆロジホールディングス,1
2023/04,9101,11,日本郵船,1
2023/04,9103,,ジャパンライン,
2023/04,9104,11,商船三井,1
2023/04,9105,,ナビックスライン,
2023/04,9107,11,川崎汽船,1
2023/04,9108,,新栄船舶,
2023/04,9110,11,ＮＳユナイテッド海運,1
2023/04,9111,,日本海汽船,
2023/04,9112,,三光汽船,
2023/04,9113,,乾汽船,
2023/04,9114,,ＮＹＫバルク・プロジェクト,
2023/04,9115,12,明治海運,1
2023/04,9119,11,飯野海運,1
2023/04,9123,,太平洋海運,
2023/04,9125,,シーコム,
2023/04,9126,,昭和海運,
2023/04,9127,12,玉井商船,1
2023/04,9129,,ケイラインローローバルクシップ,
2023/04,9130,12,共栄タンカー,1
2023/04,9132,,第一中央汽船,
2023/04,9133,,東栄リーファーライン,
2023/04,9142,11,九州旅客鉄道,1
2023/04,9143,11,ＳＧホールディングス,1
2023/04,9145,12,ビーイングホールディングス,1
2023/04,9146,15,五健堂,1
2023/04,9147,11,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホ,1
2023/04,9149,15,大友ロジスティクスサービス,1
2023/04,9151,,東京船舶,
2023/04,9152,,関西汽船,
2023/04,9156,15,はなホールディングス,1
2023/04,9171,12,栗林商船,1
2023/04,9173,12,東海汽船,1
2023/04,9174,,ワンダーテーブル,
2023/04,9176,,佐渡汽船,
2023/04,9177,,淡路フェリーボート,
2023/04,9178,,日鉄物流名古屋,
2023/04,9179,,川崎近海汽船,
2023/04,9180,,ＮＳユナイテッド内航海運,
2023/04,9193,12,東京汽船,1
2023/04,9195,,ペニンシュラー＆オリエンタル,
2023/04,9201,11,日本航空,1
2023/04,9202,11,ＡＮＡホールディングス,1
2023/04,9203,,日本航空ジャパン,
2023/04,9204,14,スカイマーク,1
2023/04,9205,,日本航空,
2023/04,9206,12,スターフライヤー,1
2023/04,9211,14,エフ・コード,1
2023/04,9212,14,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓ,1
2023/04,9213,12,セイファート,1
2023/04,9214,14,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎ,1
2023/04,9215,14,ＣａＳｙ,1
2023/04,9216,11,ビーウィズ,1
2023/04,9218,14,メンタルヘルステクノロジーズ,1
2023/04,9219,14,ギックス,1
2023/04,9220,12,エフビー介護サービス,1
2023/04,9221,12,フルハシＥＰＯ,1
2023/04,9222,15,ｍａｎａｂｙ,1
2023/04,9223,33,ＡＳＮＯＶＡ,3
2023/04,9224,15,環境のミカタ,1
2023/04,9225,15,ブリッジコンサルティンググルー,1
2023/04,9226,15,アイガー,1
2023/04,9227,14,マイクロ波化学,1
2023/04,9229,14,サンウェルズ,1
2023/04,9231,,国際航業,
2023/04,9232,12,パスコ,1
2023/04,9233,12,アジア航測,1
2023/04,9234,,国際航業ホールディングス,
2023/04,9240,14,デリバリーコンサルティング,1
2023/04,9241,14,フューチャーリンクネットワーク,1
2023/04,9242,14,メディア総研,1
2023/04,9243,15,富士テクノホールディングス,1
2023/04,9244,14,デジタリフト,1
2023/04,9245,14,リベロ,1
2023/04,9246,14,プロジェクトカンパニー,1
2023/04,9247,11,ＴＲＥホールディングス,1
2023/04,9248,11,人・夢・技術グループ,1
2023/04,9249,12,日本エコシステム,1
2023/04,9250,14,ＧＲＣＳ,1
2023/04,9251,14,ＡＢ＆Ｃｏｍｐａｎｙ,1
2023/04,9252,14,ラストワンマイル,1
2023/04,9253,14,スローガン,1
2023/04,9254,14,ラバブルマーケティンググループ,1
2023/04,9256,14,サクシード,1
2023/04,9257,14,ＹＣＰホールディングス（グローバル）リミ,1
2023/04,9258,14,ＣＳ－Ｃ,1
2023/04,9259,14,タカヨシ,1
2023/04,9260,11,西本Ｗｉｓｍｅｔｔａｃホールデ,1
2023/04,9261,,クボデラ,
2023/04,9262,11,シルバーライフ,1
2023/04,9263,12,ビジョナリーホールディングス,1
2023/04,9264,12,ポエック,1
2023/04,9265,12,ヤマシタヘルスケアホールディン,1
2023/04,9266,,一家ダイニングプロジェクト,
2023/04,9267,11,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅ,1
2023/04,9268,12,オプティマスグループ,1
2023/04,9270,14,バリュエンスホールディングス,1
2023/04,9271,14,和心,1
2023/04,9272,14,ブティックス,1
2023/04,9273,11,コーア商事ホールディングス,1
2023/04,9274,11,ＫＰＰグループホールディングス,1
2023/04,9275,12,ナルミヤ・インターナショナル,1
2023/04,9276,,アザース,
2023/04,9277,,総合メディカルホールディングス,
2023/04,9278,11,ブックオフグループホールディン,1
2023/04,9279,11,ギフトホールディングス,1
2023/04,9281,,タカラレーベン・インフラ投資法,
2023/04,9282,11,いちごグリーンインフラ投資法人,1
2023/04,9283,,日本再生可能エネルギーインフラ,
2023/04,9284,11,カナディアン・ソーラー・インフ,1
2023/04,9285,11,東京インフラ・エネルギー投資法,1
2023/04,9286,11,エネクス・インフラ投資法人,1
2023/04,9287,11,ジャパン・インフラファンド投資,1
2023/04,9301,11,三菱倉庫,1
2023/04,9302,11,三井倉庫ホールディングス,1
2023/04,9303,11,住友倉庫,1
2023/04,9304,11,渋沢倉庫,1
2023/04,9305,11,ヤマタネ,1
2023/04,9306,12,東陽倉庫,1
2023/04,9307,12,杉村倉庫,1
2023/04,9308,12,乾汽船,1
2023/04,9309,,京神倉庫,
2023/04,9310,11,日本トランスシティ,1
2023/04,9311,12,アサガミ,1
2023/04,9312,12,ケイヒン,1
2023/04,9313,12,丸八倉庫,1
2023/04,9314,,ランドワーク不動産,
2023/04,9317,,オーナミ,
2023/04,9318,12,アジア開発キャピタル,1
2023/04,9319,11,中央倉庫,1
2023/04,9320,,三和倉庫,
2023/04,9321,,伊藤忠ロジスティクス,
2023/04,9322,12,川西倉庫,1
2023/04,9323,,ＵＴＬホールディングス,
2023/04,9324,11,安田倉庫,1
2023/04,9325,11,ファイズホールディングス,1
2023/04,9326,14,関通,1
2023/04,9327,12,イー・ロジット,1
2023/04,9335,15,テクノクリエイティブ,1
2023/04,9336,11,大栄環境,1
2023/04,9337,14,トリドリ,1
2023/04,9338,14,ＩＮＦＯＲＩＣＨ,1
