期間,株式コード,上場コード,銘柄名称,終値
2022/04,5254,,Ａｒｅｎｔ,
2022/04,5255,,モンスターラボホールディングス,
2022/04,5256,,Ｆｕｓｉｃ,
2022/04,5257,,ノバシステム,
2022/04,5258,,トランザクション・メディア・ネ,
2022/04,5259,,ＢＢＤイニシアティブ,
2022/04,5261,011,リソルホールディングス,4490
2022/04,5262,011,日本ヒューム,682
2022/04,5263,,大同コンクリート工業,
2022/04,5266,,テイヒュー,
2022/04,5267,,ハネックス,
2022/04,5268,012,旭コンクリート工業,704
2022/04,5269,011,日本コンクリート工業,307
2022/04,5271,012,トーヨーアサノ,1388
2022/04,5272,,浅野スレート,
2022/04,5273,012,三谷セキサン,5200
2022/04,5276,,ＩＨＩ建材工業,
2022/04,5277,012,スパンクリートコーポレーション,275
2022/04,5279,012,日本興業,695
2022/04,5280,012,ヨシコン,1100
2022/04,5282,012,ジオスター,308
2022/04,5283,012,高見沢,2132
2022/04,5284,012,ヤマウホールディングス,676
2022/04,5285,012,ヤマックス,576
2022/04,5287,012,イトーヨーギョー,718
2022/04,5288,011,アジアパイルホールディングス,427
2022/04,5289,,ゼニス羽田ホールディングス,
2022/04,5290,012,ベルテクスコーポレーション,3040
2022/04,5301,011,東海カーボン,1076
2022/04,5302,011,日本カーボン,4165
2022/04,5303,,協和カーボン,
2022/04,5304,012,ＳＥＣカーボン,5510
2022/04,5305,,東洋カーボン,
2022/04,5310,011,東洋炭素,2839
2022/04,5331,011,ノリタケカンパニーリミテド,4130
2022/04,5332,011,ＴＯＴＯ,4385
2022/04,5333,011,日本ガイシ,1752
2022/04,5334,011,日本特殊陶業,1999
2022/04,5336,,ＩＮＡＸ,
2022/04,5337,012,ダントーホールディングス,247
2022/04,5341,012,アサヒ衛陶,374
2022/04,5344,011,ＭＡＲＵＷＡ,15310
2022/04,5345,,ＮＴＫセラテック,
2022/04,5351,011,品川リフラクトリーズ,3670
2022/04,5352,011,黒崎播磨,4050
2022/04,5355,012,日本ルツボ,582
2022/04,5357,011,ヨータイ,1353
2022/04,5358,,イソライト工業,
2022/04,5361,,東海高熱工業,
2022/04,5363,012,ＴＹＫ,286
2022/04,5367,011,ニッカトー,505
2022/04,5368,012,日本インシュレーション,869
2022/04,5380,012,新東,2024
2022/04,5381,012,Ｍｉｐｏｘ,868
2022/04,5384,011,フジミインコーポレーテッド,5710
2022/04,5386,012,鶴弥,396
2022/04,5387,012,チヨダウーテ,604
2022/04,5388,012,クニミネ工業,1014
2022/04,5389,,日本レヂボン,
2022/04,5390,,宇部マテリアルズ,
2022/04,5391,012,エーアンドエーマテリアル,865
2022/04,5393,011,ニチアス,2341
2022/04,5395,012,理研コランダム,2072
2022/04,5398,,日本研紙,
2022/04,5401,011,日本製鉄,2069.5
2022/04,5403,,ＪＦＥスチール,
2022/04,5404,,ＪＦＥエンジニアリング,
2022/04,5405,,住友金属工業,
2022/04,5406,011,神戸製鋼所,565
2022/04,5407,,日新製鋼,
2022/04,5408,011,中山製鋼所,428
2022/04,5410,011,合同製鉄,1306
2022/04,5411,011,ＪＦＥホールディングス,1595
2022/04,5413,,日鉄日新製鋼,
2022/04,5422,,吾嬬製鋼所,
2022/04,5423,011,東京製鉄,1343
2022/04,5426,,東伸製鋼,
2022/04,5440,011,共英製鋼,1339
2022/04,5443,,東洋製鋼,
2022/04,5444,011,大和工業,4200
2022/04,5445,011,東京鉄鋼,1277
2022/04,5446,012,北越メタル,965
2022/04,5447,,トーア・スチール,
2022/04,5449,012,大阪製鉄,1408
2022/04,5451,011,淀川製鋼所,2462
2022/04,5453,,東洋鋼鈑,
2022/04,5454,,日鉄鋼板,
2022/04,5457,,日鉄溶接鋼管マネジメント,
2022/04,5458,012,高砂鉄工,817
2022/04,5461,031,中部鋼鈑,805
2022/04,5462,,日鉄鋼管,
2022/04,5463,011,丸一鋼管,2774
2022/04,5464,012,モリ工業,2495
2022/04,5471,011,大同特殊鋼,3705
2022/04,5476,012,日本高周波鋼業,336
2022/04,5478,,日本ステンレス,
2022/04,5479,,日本金属工業,
2022/04,5480,011,日本冶金工業,2543
2022/04,5481,011,山陽特殊製鋼,1996
2022/04,5482,011,愛知製鋼,2255
2022/04,5484,012,東北特殊鋼,1677
2022/04,5486,011,プロテリアル,2028
2022/04,5491,011,日本金属,1200
2022/04,5527,,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏ,
2022/04,5541,011,大平洋金属,3640
2022/04,5542,012,新報国マテリアル,1153
2022/04,5544,,ヤハギ,
2022/04,5562,,日本重化学工業,
2022/04,5563,011,新日本電工,318
2022/04,5566,,中央電気工業,
2022/04,5570,,ジェノバ,
2022/04,5571,,エキサイトホールディングス,
2022/04,5572,,Ｒｉｄｇｅ－ｉ,
2022/04,5602,011,栗本鉄工所,1599
2022/04,5603,012,虹技,888
2022/04,5605,,アイメタルテクノロジー,
2022/04,5606,,旭テック,
2022/04,5608,,川金ビジネスマネジメント,
2022/04,5609,012,日本鋳造,902
2022/04,5610,012,大和重工,750
2022/04,5612,012,日本鋳鉄管,1014
2022/04,5614,,川金ホールディングス,
2022/04,5631,011,日本製鋼所,3680
2022/04,5632,011,三菱製鋼,1079
2022/04,5633,,関東特殊製鋼,
2022/04,5641,,ＴＤＦ,
2022/04,5644,012,メタルアート,1922
2022/04,5655,,ジェイ－ワイテックス,
2022/04,5657,,日鉄ＳＧワイヤ,
2022/04,5658,012,日亜鋼業,264
2022/04,5659,011,日本精線,4170
2022/04,5660,012,神鋼鋼線工業,783
2022/04,5690,,リバーホールディングス,
2022/04,5691,,東京シヤリング,
2022/04,5695,012,パウダーテック,2420
2022/04,5697,012,サンユウ,572
2022/04,5698,011,エンビプロ・ホールディングス,1001
2022/04,5699,012,イボキン,1631
2022/04,5701,,日本軽金属,
2022/04,5702,011,大紀アルミニウム工業所,1452
2022/04,5703,011,日本軽金属ホールディングス,1665
2022/04,5704,014,ＪＭＣ,859
2022/04,5706,011,三井金属鉱業,3300
2022/04,5707,011,東邦亜鉛,2799
2022/04,5711,011,三菱マテリアル,2033
2022/04,5713,011,住友金属鉱山,5671
2022/04,5714,011,ＤＯＷＡホールディングス,5540
2022/04,5715,011,古河機械金属,1269
2022/04,5716,,日鉱金属,
2022/04,5721,012,エス・サイエンス,29
2022/04,5724,012,アサカ理研,1403
2022/04,5725,,住友シチックス,
2022/04,5726,011,大阪チタニウムテクノロジーズ,1338
2022/04,5727,011,東邦チタニウム,1486
2022/04,5728,,アライドマテリアル,
2022/04,5729,012,日本精鉱,3690
2022/04,5734,,昭和アルミニウム,
2022/04,5737,,東洋アルミニウム,
2022/04,5738,,住友軽金属工業,
2022/04,5739,,ＵＡＣＪ製箔,
2022/04,5741,011,ＵＡＣＪ,2184
2022/04,5742,012,エヌアイシ・オートテック,780
2022/04,5753,012,日本伸銅,1956
2022/04,5757,011,ＣＫサンエツ,4140
2022/04,5759,014,日本電解,3585
2022/04,5771,,三菱伸銅,
2022/04,5781,012,東邦金属,921
2022/04,5801,011,古河電気工業,2120
2022/04,5802,011,住友電気工業,1398.5
2022/04,5803,011,フジクラ,621
2022/04,5804,,三菱電線工業,
2022/04,5805,011,ＳＷＣＣ,1748
2022/04,5807,012,東京特殊電線,2667
2022/04,5808,,理研電線,
2022/04,5809,011,タツタ電線,463
2022/04,5810,,第一電工,
2022/04,5812,,日立電線,
2022/04,5814,,京三電線,
2022/04,5815,,沖電線,
2022/04,5816,012,オーナンバ,457
2022/04,5817,012,ＪＭＡＣＳ,395
2022/04,5819,012,カナレ電気,1667
2022/04,5820,012,三ッ星,3100
2022/04,5821,011,平河ヒューテック,1109
2022/04,5830,,いよぎんホールディングス,
2022/04,5831,,しずおかフィナンシャルグループ,
2022/04,5832,,ちゅうぎんフィナンシャルグルー,
2022/04,5834,,ＳＢＩリーシングサービス,
2022/04,5838,,楽天銀行,
2022/04,5851,011,リョービ,1075
2022/04,5852,011,アーレスティ,362
2022/04,5853,,京都ダイカスト工業,
2022/04,5854,,川金ダイカスト工業,
2022/04,5855,,アサヒプリテック,
2022/04,5856,012,エルアイイーエイチ,56
2022/04,5857,011,アサヒホールディングス,2065
2022/04,5900,012,ダイケン,665
2022/04,5901,011,東洋製缶グループホールディング,1410
2022/04,5902,011,ホッカンホールディングス,1250
2022/04,5903,012,シンポ,1095
2022/04,5905,012,日本製缶,1112
2022/04,5906,012,エムケー精工,339
2022/04,5907,012,ＪＦＥコンテイナー,4720
2022/04,5908,,日鉄ドラム,
2022/04,5909,012,コロナ,842
2022/04,5911,011,横河ブリッジホールディングス,1904
2022/04,5912,,ＯＳＪＢホールディングス,
2022/04,5913,,ＩＨＩインフラシステム,
2022/04,5914,,宮地鉄工所,
2022/04,5915,011,駒井ハルテック,1939
2022/04,5916,,ハルテック,
2022/04,5917,,サクラダ,
2022/04,5918,012,滝上工業,6370
2022/04,5919,,ＪＳＴ,
2022/04,5921,012,川岸工業,2853
2022/04,5922,012,那須電機鉄工,9120
2022/04,5923,012,高田機工,2749
2022/04,5924,,新日軽,
2022/04,5928,012,アルメタックス,274
2022/04,5929,011,三和ホールディングス,1188
2022/04,5930,011,文化シヤッター,976
2022/04,5931,,川田工業,
2022/04,5932,011,三協立山,584
2022/04,5933,011,アルインコ,853
2022/04,5935,012,元旦ビューティ工業,4890
2022/04,5936,012,東洋シヤッター,596
2022/04,5937,,東洋エクステリア,
2022/04,5938,011,ＬＩＸＩＬ,2294
2022/04,5939,012,大谷工業,4015
2022/04,5940,012,不二サッシ,72
2022/04,5941,012,中西製作所,1230
2022/04,5942,012,日本フイルコン,500
2022/04,5943,011,ノーリツ,1506
2022/04,5944,,日立粉末冶金,
2022/04,5945,012,天竜製鋸,3050
2022/04,5946,011,長府製作所,1911
2022/04,5947,011,リンナイ,8320
2022/04,5948,,ＫＤＫ,
2022/04,5949,011,ユニプレス,749
2022/04,5950,012,日本パワーファスニング,107
2022/04,5951,012,ダイニチ工業,641
2022/04,5952,012,アマテイ,116
2022/04,5955,012,ヤマシナ,69
2022/04,5956,012,トーソー,503
2022/04,5957,011,日東精工,503
2022/04,5958,012,三洋工業,1847
2022/04,5959,011,岡部,659
2022/04,5962,012,浅香工業,1550
2022/04,5963,,ＭＯＬＤＩＮＯ,
2022/04,5964,012,東洋刄物,1345
2022/04,5965,012,フジマック,742
2022/04,5966,012,京都機械工具,1888
2022/04,5967,012,ＴＯＮＥ,3215
2022/04,5969,012,ロブテックス,1941
2022/04,5970,011,ジーテクト,1253
2022/04,5971,012,共和工業所,4030
2022/04,5972,,日本建鉄,
2022/04,5973,012,トーアミ,424
2022/04,5974,012,中国工業,591
2022/04,5975,011,東プレ,1107
2022/04,5976,011,ネツレン,589
2022/04,5977,,ＳＵＭＣＯ　ＴＥＣＨＸＩＶ,
2022/04,5981,011,東京製綱,848
2022/04,5982,012,マルゼン,1792
2022/04,5983,012,イワブチ,4760
2022/04,5984,012,兼房,712
2022/04,5985,011,サンコール,502
2022/04,5986,012,モリテック　スチール,304
2022/04,5987,012,オーネックス,838
2022/04,5988,011,パイオラックス,1517
2022/04,5989,011,エイチワン,594
2022/04,5990,012,スーパーツール,2297
2022/04,5991,011,ニッパツ,842
2022/04,5992,011,中央発条,672
2022/04,5994,012,ファインシンター,1401
2022/04,5996,,新立川航空機,
2022/04,5997,012,協立エアテック,541
2022/04,5998,012,アドバネクス,1770
2022/04,5999,012,イハラサイエンス,2003
2022/04,6005,011,三浦工業,2730
2022/04,6011,,新潟鉄工所,
2022/04,6013,011,タクマ,1457
2022/04,6016,012,ジャパンエンジンコーポレーショ,1395
2022/04,6018,012,阪神内燃機工業,1399
2022/04,6021,,マキタ沼津,
2022/04,6022,012,赤阪鉄工所,1681
2022/04,6023,012,ダイハツディーゼル,491
2022/04,6026,014,ＧＭＯ　ＴＥＣＨ,1811
2022/04,6027,014,弁護士ドットコム,3385
2022/04,6028,011,テクノプロ・ホールディングス,3330
2022/04,6029,012,アトラグループ,256
2022/04,6030,014,アドベンチャー,9090
2022/04,6031,014,サイジニア,863
2022/04,6032,012,インターワークス,370
2022/04,6033,014,エクストリーム,943
2022/04,6034,014,ＭＲＴ,1039
2022/04,6035,011,アイ・アールジャパンホールディ,4160
2022/04,6036,011,ＫｅｅＰｅｒ技研,2675
2022/04,6037,012,ファーストロジック,776
2022/04,6038,014,イード,729
2022/04,6039,014,日本動物高度医療センター,1781
2022/04,6040,014,日本スキー場開発,656
2022/04,6041,,ボッシュ,
2022/04,6042,012,ニッキ,1863
2022/04,6044,012,三機サービス,1166
2022/04,6045,014,レントラックス,655
2022/04,6046,014,リンクバル,203
2022/04,6047,011,Ｇｕｎｏｓｙ,1040
2022/04,6048,012,デザインワン・ジャパン,190
2022/04,6049,014,イトクロ,433
2022/04,6050,011,イー・ガーディアン,2968
2022/04,6053,,栄光ホールディングス,
2022/04,6054,011,リブセンス,165
2022/04,6055,011,ジャパンマテリアル,1975
2022/04,6058,011,ベクトル,1254
2022/04,6059,012,ウチヤマホールディングス,320
2022/04,6060,012,こころネット,900
2022/04,6061,012,ユニバーサル園芸社,2384
2022/04,6062,011,チャーム・ケア・コーポレーショ,1306
2022/04,6063,012,日本エマージェンシーアシスタン,1047
2022/04,6064,,アクトコール,
2022/04,6065,,ライクキッズ,
2022/04,6067,014,インパクトホールディングス,3150
2022/04,6069,014,トレンダーズ,1042
2022/04,6070,011,キャリアリンク,1413
2022/04,6071,011,ＩＢＪ,721
2022/04,6072,014,地盤ネットホールディングス,140
2022/04,6073,011,アサンテ,1466
2022/04,6074,012,ジェイエスエス,404
2022/04,6075,,フォトクリエイト,
2022/04,6077,,Ｎ・フィールド,
2022/04,6078,011,バリューＨＲ,1397
2022/04,6079,,エナリス,
2022/04,6080,011,Ｍ＆Ａキャピタルパートナーズ,4055
2022/04,6081,014,アライドアーキテクツ,652
2022/04,6082,011,ライドオンエクスプレスホールデ,1166
2022/04,6083,012,ＥＲＩホールディングス,1245
2022/04,6084,,オウチーノ,
2022/04,6085,014,アーキテクツ・スタジオ・ジャパ,633
2022/04,6086,014,シンメンテホールディングス,1052
2022/04,6087,011,アビスト,2808
2022/04,6088,011,シグマクシス・ホールディングス,1076
2022/04,6089,011,ウィルグループ,1131
2022/04,6090,014,ヒューマン・メタボローム・テク,582
2022/04,6091,012,ウエスコホールディングス,493
2022/04,6092,014,エンバイオ・ホールディングス,695
2022/04,6093,011,エスクロー・エージェント・ジャ,169
2022/04,6094,014,フリークアウト・ホールディング,2105
2022/04,6095,011,メドピア,3020
2022/04,6096,011,レアジョブ,810
2022/04,6097,,日本ビューホテル,
2022/04,6098,011,リクルートホールディングス,4818
2022/04,6099,011,エラン,1021
2022/04,6101,011,ツガミ,1222
2022/04,6102,,池貝,
2022/04,6103,011,オークマ,4670
2022/04,6104,011,芝浦機械,3115
2022/04,6106,,日立精機,
2022/04,6107,,アマダマシニックス,
2022/04,6108,,アマダワシノ,
2022/04,6112,,小島鉄工所,
2022/04,6113,011,アマダ,1014
2022/04,6114,,住倉工業,
2022/04,6115,,昌運工作所,
2022/04,6118,011,アイダエンジニアリング,966
2022/04,6119,,ゼィープラス・マネジメント,
2022/04,6121,012,ＴＡＫＩＳＡＷＡ,1215
2022/04,6125,012,岡本工作機械製作所,4060
2022/04,6130,,コマツＮＴＣ,
2022/04,6131,012,浜井産業,922
2022/04,6134,011,ＦＵＪＩ,2182
2022/04,6135,011,牧野フライス製作所,3985
2022/04,6136,011,オーエスジー,1632
2022/04,6137,012,小池酸素工業,1936
2022/04,6138,012,ダイジェット工業,980
2022/04,6139,,タンガロイ,
2022/04,6140,011,旭ダイヤモンド工業,571
2022/04,6141,011,ＤＭＧ森精機,1642
2022/04,6143,011,ソディック,730
2022/04,6144,012,西部電機,1470
2022/04,6145,012,ＮＩＴＴＯＫＵ,1958
2022/04,6146,011,ディスコ,32100
2022/04,6147,012,ヤマザキ,400
2022/04,6149,012,小田原エンジニアリング,1798
2022/04,6150,012,タケダ機械,2638
2022/04,6151,011,日東工器,1509
2022/04,6155,012,高松機械工業,675
2022/04,6156,012,エーワン精密,1530
2022/04,6157,011,日進工具,1444
2022/04,6158,012,和井田製作所,940
2022/04,6159,012,ミクロン精密,1201
2022/04,6161,012,エスティック,1153
2022/04,6162,,シチズンマシナリー,
2022/04,6164,012,太陽工機,1141
2022/04,6165,011,パンチ工業,463
2022/04,6166,014,中村超硬,675
2022/04,6167,011,冨士ダイス,656
2022/04,6171,011,土木管理総合試験所,330
2022/04,6172,014,メタップス,720
2022/04,6173,014,アクアライン,433
2022/04,6175,012,ネットマーケティング,644
2022/04,6176,014,ブランジスタ,332
2022/04,6177,014,ＡｐｐＢａｎｋ,162
2022/04,6178,011,日本郵政,911.5
2022/04,6180,014,ＧＭＯメディア,1688
2022/04,6181,014,タメニー,97
2022/04,6182,014,メタリアル,1023
2022/04,6183,011,ベルシステム２４ホールディング,1498
2022/04,6184,011,鎌倉新書,579
2022/04,6185,011,ＳＭＮ,603
2022/04,6186,012,一蔵,355
2022/04,6187,,ＬＩＴＡＬＩＣＯパートナーズ,
2022/04,6188,012,富士ソフトサービスビューロ,356
2022/04,6189,011,グローバルキッズＣＯＭＰＡＮＹ,715
2022/04,6190,014,フェニックスバイオ,535
2022/04,6191,011,エアトリ,3200
2022/04,6192,014,ハイアス・アンド・カンパニー,130
2022/04,6193,014,バーチャレクス・ホールディング,917
2022/04,6194,011,アトラエ,1823
2022/04,6195,014,ホープ,167
2022/04,6196,011,ストライク,3975
2022/04,6197,011,ソラスト,900
2022/04,6198,014,キャリア,318
2022/04,6199,011,セラク,1221
2022/04,6200,011,インソース,2235
2022/04,6201,011,豊田自動織機,7790
2022/04,6203,011,豊和工業,789
2022/04,6204,,キリウ,
2022/04,6205,012,ニデックオーケーケー,1213
2022/04,6206,,豊田工機,
2022/04,6208,012,石川製作所,1355
2022/04,6210,011,東洋機械金属,603
2022/04,6211,,倉敷機械,
2022/04,6212,,ティーエスコーポレーション,
2022/04,6213,,オーエム製作所,
2022/04,6214,,大隈豊和機械,
2022/04,6217,012,津田駒工業,568
2022/04,6218,011,エンシュウ,681
2022/04,6221,,ＴＨＫインテックス,
2022/04,6222,011,島精機製作所,1854
2022/04,6226,012,守谷輸送機工業,842
2022/04,6227,012,ＡＩメカテック,1381
2022/04,6229,012,オーケーエム,1071
2022/04,6230,012,ＳＡＮＥＩ,3045
2022/04,6231,012,木村工機,1670
2022/04,6232,014,ＡＣＳＬ,2104
2022/04,6233,012,極東産機,497
2022/04,6235,011,オプトラン,1934
2022/04,6236,012,ＮＣホールディングス,1703
2022/04,6237,011,イワキ,1105
2022/04,6238,011,フリュー,1036
2022/04,6239,012,ナガオカ,721
2022/04,6240,011,ヤマシンフィルタ,346
2022/04,6242,,日本スピンドル製造,
2022/04,6245,012,ヒラノテクシード,2007
2022/04,6246,012,テクノスマート,1367
2022/04,6247,011,日阪製作所,766
2022/04,6248,012,横田製作所,1091
2022/04,6249,012,ゲームカード・ジョイコホールデ,1005
2022/04,6250,011,やまびこ,1410
2022/04,6252,,ＴＡＩＹＯ,
2022/04,6253,,エフオーアイ,
2022/04,6254,011,野村マイクロ・サイエンス,3810
2022/04,6255,014,エヌ・ピー・シー,395
2022/04,6257,012,藤商事,855
2022/04,6258,011,平田機工,4800
2022/04,6262,011,ＰＥＧＡＳＵＳ,626
2022/04,6264,011,マルマエ,2181
2022/04,6265,012,コンバム,1766
2022/04,6266,011,タツモ,1437
2022/04,6267,012,ゼネラルパッカー,2747
2022/04,6268,011,ナブテスコ,2978
2022/04,6269,011,三井海洋開発,1220
2022/04,6271,,ニッセイ,
2022/04,6272,011,レオン自動機,1102
2022/04,6273,011,ＳＭＣ,63050
2022/04,6274,,ヤマハロボティクスホールディン,
2022/04,6276,012,シリウスビジョン,341
2022/04,6277,011,ホソカワミクロン,2473
2022/04,6278,011,ユニオンツール,3740
2022/04,6279,012,瑞光,783
2022/04,6282,011,オイレス工業,1497
2022/04,6284,011,日精エー・エス・ビー機械,2980
2022/04,6286,012,静甲,580
2022/04,6287,011,サトーホールディングス,1791
2022/04,6289,011,技研製作所,3565
2022/04,6291,011,日本エアーテック,1042
2022/04,6292,012,カワタ,992
2022/04,6293,011,日精樹脂工業,967
2022/04,6294,011,オカダアイヨン,1547
2022/04,6297,012,鉱研工業,456
2022/04,6298,011,ワイエイシイホールディングス,1530
2022/04,6299,,神鋼環境ソリューション,
2022/04,6300,,アピックヤマダ,
2022/04,6301,011,コマツ,2921
2022/04,6302,011,住友重機械工業,2749
2022/04,6303,012,ササクラ,2345
2022/04,6305,011,日立建機,2955
2022/04,6306,011,日工,612
2022/04,6307,012,サンセイ,353
2022/04,6309,011,巴工業,2320
2022/04,6310,011,井関農機,1232
2022/04,6311,,セイレイ工業,
2022/04,6312,012,フロイント産業,734
2022/04,6313,,共立,
2022/04,6315,011,ＴＯＷＡ,2055
2022/04,6316,012,丸山製作所,1547
2022/04,6317,011,北川鉄工所,1250
2022/04,6319,012,シンニッタン,217
2022/04,6320,,新ダイワ工業,
2022/04,6321,,ＩＨＩ運搬機械,
2022/04,6322,012,タクミナ,1164
2022/04,6323,011,ローツェ,11490
2022/04,6324,012,ハーモニック・ドライブ,3300
2022/04,6325,012,タカキタ,576
2022/04,6326,011,クボタ,2218.5
2022/04,6327,012,北川精機,502
2022/04,6328,011,荏原実業,2377
2022/04,6330,011,東洋エンジニアリング,612
2022/04,6331,011,三菱化工機,1952
2022/04,6332,011,月島ホールディングス,1027
2022/04,6333,011,帝国電機製作所,1651
2022/04,6334,012,明治機械,223
2022/04,6335,012,東京機械製作所,837
2022/04,6336,012,石井表記,752
2022/04,6337,012,テセック,1735
2022/04,6338,012,タカトリ,1644
2022/04,6339,011,新東工業,685
2022/04,6340,011,渋谷工業,2348
2022/04,6341,,日立造船富岡機械,
2022/04,6342,012,太平製作所,1570
2022/04,6343,012,フリージア・マクロス,114
2022/04,6345,011,アイチコーポレーション,906
2022/04,6346,012,キクカワエンタープライズ,3980
2022/04,6347,012,プラコー,367
2022/04,6349,011,小森コーポレーション,739
2022/04,6350,,新日本造機,
2022/04,6351,011,鶴見製作所,1865
2022/04,6354,,日立機電工業,
2022/04,6355,012,住友精密工業,2118
2022/04,6356,012,日本ギア工業,262
2022/04,6357,012,三精テクノロジーズ,750
2022/04,6358,011,酒井重工業,3145
2022/04,6360,012,東京自働機械製作所,1525
2022/04,6361,011,荏原,6020
2022/04,6362,012,石井鉄工所,2923
2022/04,6363,011,酉島製作所,1281
2022/04,6364,011,北越工業,885
2022/04,6365,012,電業社機械製作所,3210
2022/04,6366,012,千代田化工建設,434
2022/04,6367,011,ダイキン工業,20045
2022/04,6368,011,オルガノ,8960
2022/04,6369,011,トーヨーカネツ,2436
2022/04,6370,011,栗田工業,4475
2022/04,6371,011,椿本チエイン,2966
2022/04,6373,012,大同工業,915
2022/04,6374,,ロジスネクストユニキャリア,
2022/04,6375,,日本コンベヤ,
2022/04,6376,011,日機装,810
2022/04,6377,,甲陽建設工業,
2022/04,6378,012,木村化工機,817
2022/04,6379,011,レイズネクスト,1076
2022/04,6380,012,オリエンタルチエン工業,655
2022/04,6381,011,アネスト岩田,823
2022/04,6382,012,トリニティ工業,700
2022/04,6383,011,ダイフク,8050
2022/04,6384,012,昭和真空,1440
2022/04,6385,,東精エンジニアリング,
2022/04,6386,,扶桑レクセル,
2022/04,6387,011,サムコ,2368
2022/04,6388,,ミサワバン,
2022/04,6389,,ボッシュ・レックスロス,
2022/04,6390,011,加藤製作所,773
2022/04,6391,012,加地テック,4005
2022/04,6392,012,ヤマダコーポレーション,2392
2022/04,6393,012,油研工業,1680
2022/04,6394,,大江工業,
2022/04,6395,011,タダノ,924
2022/04,6396,012,宇野沢組鉄工所,2400
2022/04,6397,,郷鉄工所,
2022/04,6400,012,不二精機,422
2022/04,6402,012,兼松エンジニアリング,1269
2022/04,6403,012,水道機工,1722
2022/04,6405,012,鈴茂器工,2033
2022/04,6406,011,フジテック,2813
2022/04,6407,011,ＣＫＤ,1700
2022/04,6408,012,小倉クラッチ,2299
2022/04,6409,011,キトー,1687
2022/04,6411,012,中野冷機,6370
2022/04,6412,011,平和,1953
2022/04,6413,011,理想科学工業,2443
2022/04,6416,012,桂川電機,670
2022/04,6417,011,ＳＡＮＫＹＯ,3745
2022/04,6418,011,日本金銭機械,718
2022/04,6419,011,マースグループホールディングス,1696
2022/04,6420,011,フクシマガリレイ,3780
2022/04,6421,,キヤノンファインテックニスカ,
2022/04,6423,,コナミアミューズメント,
2022/04,6424,012,高見沢サイバネティックス,701
2022/04,6425,012,ユニバーサルエンターテインメン,2333
2022/04,6426,,サミー,
2022/04,6427,,東北リコー,
2022/04,6428,011,オーイズミ,465
2022/04,6430,011,ダイコク電機,1278
2022/04,6431,,キヤノンセミコンダクターエクィ,
2022/04,6432,011,竹内製作所,2381
2022/04,6433,012,ヒーハイスト,303
2022/04,6436,011,アマノ,2509
2022/04,6437,,三条機械製作所,
2022/04,6440,011,ＪＵＫＩ,872
2022/04,6441,,田尻機械工業,
2022/04,6442,,コピア,
2022/04,6443,,東洋製作所,
2022/04,6444,011,サンデン,191
2022/04,6445,011,ジャノメ,684
2022/04,6448,011,ブラザー工業,2264
2022/04,6453,,シルバー精工,
2022/04,6454,011,マックス,1591
2022/04,6455,011,モリタホールディングス,1247
2022/04,6457,011,グローリー,2095
2022/04,6458,011,新晃工業,1633
2022/04,6459,011,大和冷機工業,1112
2022/04,6460,011,セガサミーホールディングス,2310
2022/04,6461,011,日本ピストンリング,1266
2022/04,6462,011,リケン,2370
2022/04,6463,011,ＴＰＲ,1249
2022/04,6464,011,ツバキ・ナカシマ,939
2022/04,6465,011,ホシザキ,8250
2022/04,6466,012,ＴＶＥ,1894
2022/04,6467,012,ニチダイ,391
2022/04,6468,,駿河生産プラットフォーム,
2022/04,6469,012,放電精密加工研究所,640
2022/04,6470,011,大豊工業,640
2022/04,6471,011,日本精工,719
2022/04,6472,011,ＮＴＮ,208
2022/04,6473,011,ジェイテクト,907
2022/04,6474,011,不二越,3770
2022/04,6475,,天辻鋼球製作所,
2022/04,6477,,ツバキ・ナカシマ,
2022/04,6478,,ダイベア,
2022/04,6479,011,ミネベアミツミ,2520
2022/04,6480,011,日本トムソン,506
2022/04,6481,011,ＴＨＫ,2594
2022/04,6482,011,ユーシン精機,629
2022/04,6483,,エア・ウォーター防災,
2022/04,6484,012,ＫＶＫ,2035
2022/04,6485,011,前沢給装工業,915
2022/04,6486,011,イーグル工業,1038
2022/04,6487,,エスバンス,
2022/04,6488,012,ヨシタケ,556
2022/04,6489,012,前沢工業,633
2022/04,6490,011,日本ピラー工業,2642
2022/04,6491,,東亜バルブエンジニアリング,
2022/04,6492,012,岡野バルブ製造,2778
2022/04,6493,012,ＮＩＴＴＡＮ,269
2022/04,6494,012,ＮＦＫホールディングス,88
2022/04,6495,012,宮入バルブ製作所,145
2022/04,6496,012,中北製作所,2124
2022/04,6497,012,ハマイ,885
2022/04,6498,011,キッツ,663
2022/04,6501,011,日立製作所,6072
2022/04,6502,011,東芝,5406
2022/04,6503,011,三菱電機,1368
2022/04,6504,011,富士電機,5750
2022/04,6505,012,東洋電機製造,921
2022/04,6506,011,安川電機,4450
2022/04,6507,011,シンフォニア　テクノロジー,1265
2022/04,6508,011,明電舎,2356
2022/04,6510,,日本電気精器,
2022/04,6513,012,オリジン,1374
2022/04,6516,011,山洋電気,5610
2022/04,6517,011,デンヨー,1610
2022/04,6518,012,三相電機,1049
2022/04,6519,,エネサーブ,
2022/04,6521,014,オキサイド,5430
2022/04,6522,014,アスタリスク,1932
2022/04,6523,011,ＰＨＣホールディングス,1787
2022/04,6524,012,湖北工業,7250
2022/04,6526,,ソシオネクスト,
