code,return
13010,0.09494640122511486
13050,0.08704253214638971
13060,0.08725
13080,0.08621997471554994
13090,-0.009876543209876543
13110,0.08148624049684124
13190,0.04135673906575417
13200,0.07725398816992292
13210,0.0775831247765463
13220,0.05436241610738255
13250,-0.054248679788766255
13280,0.08725490196078431
13290,0.07725398816992292
13300,0.07766470273165506
13320,0.03484320557491289
13330,0.055926544240400666
13430,-0.05511443250817375
13450,-0.05551406522280309
13460,0.07532281205164992
13480,0.08453192026242745
13560,-0.256111645813282
13570,-0.25183374083129584
13580,0.16161616161616163
13600,-0.25182664397958165
13640,0.07906712172923777
13650,0.16332856461611828
13660,-0.25374531835205993
13670,0.19396310788149804
13680,-0.2590879048248513
13690,0.0768804287562373
13750,-0.02865329512893983
13760,-0.10931399888455103
13770,-0.09257142857142857
13790,-0.08435507601765571
13800,-0.009433962264150943
13810,-0.05873261205564142
13820,0.8520408163265306
13830,0.2777777777777778
13840,0.19427710843373494
13970,0.07228692919208726
13980,-0.05544603252833908
13990,0.11435050210560414
14000,-0.0873015873015873
14010,-0.06954887218045112
14070,-0.38122605363984674
14140,0.058394160583941604
14170,-0.07561643835616438
14180,0.26285714285714284
14190,0.46144767899291894
14200,-0.024691358024691357
14290,0.4064
14300,0.17490494296577946
14310,0.084
14330,-0.21595836947094535
14340,0.04883227176220807
14350,0.125
14360,-0.014492753623188406
14380,0.11000991080277503
14390,0.19037199124726478
14430,-0.008928571428571428
14440,0.5634482758620689
14460,0.109375
14470,-0.17278617710583152
14500,0.5902140672782875
14510,0.042692939244663386
14560,-0.12557077625570776
14570,-0.13060428849902533
14580,0.16416040100250626
14590,-0.25
14640,0.18137254901960784
14650,-0.13960396039603962
14660,-0.25638406537282943
14670,0.10864745011086474
14680,-0.22397476340694006
14690,-0.259927797833935
14720,-0.2611464968152866
14730,0.08277634961439588
14740,0.08287769784172662
14750,0.08695652173913043
14760,-0.05406721870433512
14770,0.10543478260869565
14780,0.09322033898305085
14790,0.06540084388185655
14800,0.09333333333333334
14810,0.09721518987341772
14820,-0.07681228996639462
14830,0.061507936507936505
14840,0.09641025641025641
14850,0.07060810810810811
14860,-0.010242707637497217
14870,-0.08395061728395062
14880,-0.05461670340435954
14890,0.14803700925231308
14910,-0.030303030303030304
14920,0.06920529801324503
14930,0.06136588584625536
14940,0.1467866323907455
14950,-0.06652173913043478
14960,-0.08761467889908257
14970,-0.09680451127819549
14980,0.0791268758526603
14990,-0.00421796625626995
15140,0.8032786885245902
15150,-0.43441358024691357
15180,0.5507104360607545
15400,0.09573612228479485
15410,0.1808066759388039
15420,0.1036755669757569
15430,-0.3043730425704675
15450,0.03793103448275862
15460,0.048277478322006094
15470,0.017091152815013406
15500,0.0306282722513089
15510,-0.021616752983562262
15520,-0.5751107531212243
15540,0.017990074441687345
15550,-0.1603439554881133
15590,0.025914634146341462
15600,-0.045657015590200446
15630,0.06397896581945661
15660,0.0317276516905975
15680,0.19202427394885133
15690,-0.13103287479598974
15700,0.1610294117647059
15710,-0.12352941176470589
15720,-0.09920792079207921
15730,-0.06052393857271906
15770,0.11244979919678715
15780,0.08673230192217533
15790,0.16024759284731774
15800,-0.1272325538574848
15850,0.05032894736842105
15860,0.06527093596059114
15910,0.06028571428571428
15920,0.08338597599494631
15930,0.09075342465753425
15950,-0.05745418524021793
15960,0.07556368068251067
15970,-0.05442009357301157
15990,0.0944267975743575
16050,-0.038511749347258484
16150,0.2903225806451613
16170,0.18538614577681317
16180,0.03383458646616541
16190,0.1439283986453798
16200,0.05444242056263914
16210,0.1283997469955724
16220,-0.01929460580912863
16230,0.17686285879965208
16240,0.12750066684449188
16250,0.06346547552577703
16260,0.006134969325153374
16270,0.0701468189233279
16280,0.13266998341625208
16290,0.24527071102413567
16300,0.19177750906892382
16310,0.20426487093153758
16320,0.06954436450839328
16330,-0.002360876897133221
16510,0.12765089722675366
16520,0.053438458169075775
16530,0.05489163459590845
16540,0.07515030060120241
16550,0.017743979721166033
16560,-0.899602026049204
16570,0.0364963503649635
16580,-0.043401240035429584
16590,-0.18867313915857606
16600,-0.05733634311512415
16620,0.753019088430074
16630,0.45279615153337344
16710,-0.11671469740634005
16770,-0.03461538461538462
16780,0.04323899371069171
16790,0.020542533579141427
16800,0.03203485392106612
16810,-0.02831858407079646
16820,0.21614967996061057
16980,0.14068930041152264
16990,-0.07780320366132736
17110,-0.2141057934508816
17120,-0.09578544061302682
17160,-0.08590308370044053
17170,0.11444921316165951
17180,0.02435897435897436
17190,-0.008849557522123894
17200,0.19039735099337748
17210,-0.040265977096416695
17230,0.011444921316165951
17240,-0.19520958083832335
17260,0.2876712328767123
17300,-0.14978902953586498
17360,0.009259259259259259
17390,0.23687943262411348
17430,-0.6136507936507937
17570,-0.30434782608695654
17580,0.8900862068965517
17620,0.015193370165745856
17640,0.06806068060680606
17660,-0.08891454965357967
17680,-0.027
17700,0.11241217798594848
17750,0.4294049008168028
17760,-0.18814675446848542
17800,0.3265524625267666
17830,0.05357142857142857
17860,0.4
17870,0.035196687370600416
17880,0.23252391464311994
17890,-0.15172413793103448
17930,0.09634551495016612
17950,0.04823151125401929
17980,0.06137517305029996
17990,0.09961089494163425
18010,0.30921985815602837
18020,0.26339285714285715
18030,0.21376281112737922
18050,0.11241446725317693
18070,-0.09044117647058823
18080,0.16444132115249474
18100,0.10046367851622875
18110,-0.09333333333333334
18120,0.23793103448275862
18130,0.14810045074050227
18140,-0.05913978494623656
18150,0.04782608695652174
18200,-0.06666666666666667
18210,-0.08767772511848342
18220,-0.12556053811659193
18260,0.08744394618834081
18270,0.2875
18280,0.06622516556291391
18330,0.08823529411764706
18350,0.157063593683312
18400,0.17365269461077845
18410,0.04728950403690888
18440,-0.010256410256410256
18470,0.04860731840524304
18480,-0.10677618069815195
18500,0.0670926517571885
18520,-0.38703339882121807
18530,0.0
18600,0.06300268096514745
18610,0.06220095693779904
18660,0.514018691588785
18670,-0.0917180013689254
18700,0.07240948813982521
18710,0.19680851063829788
18730,-0.034653465346534656
18780,0.027955271565495207
18790,0.47478991596638653
18820,-0.134
18840,0.11341632088520055
18850,0.03478566408995081
18870,0.14953271028037382
18880,1.2150593089221249
18900,0.045112781954887216
18930,0.03453689167974882
18970,-0.1450381679389313
18980,0.2669376693766938
18990,0.051086956521739134
19040,0.10624315443592552
19050,0.25064599483204136
19090,0.11276849642004773
19110,0.46323161580790395
19140,-0.30078125
19210,-0.05150214592274678
19250,0.09990454979319122
19260,0.03141091658084449
19280,0.2350597609561753
19290,0.4297872340425532
19300,0.07692307692307693
19340,0.19622093023255813
19380,0.1273209549071618
19390,0.11168091168091168
19410,0.0645933014354067
19420,0.24029126213592233
19440,0.20286085825747724
19450,-0.06945863125638406
19460,0.042105263157894736
19480,0.04561824729891957
19490,0.2675359712230216
19500,0.08663366336633663
19510,0.16243654822335024
19520,0.08217656857301499
19540,0.29896907216494845
19590,0.22792119565217392
19600,-0.06119402985074627
19610,0.0224642614023145
19630,0.14508474576271185
19640,0.2124492557510149
19650,0.061248527679623084
19660,0.829105473965287
19670,0.32147742818057456
19680,0.522300036859565
19690,0.3396115361977634
19710,-0.07908611599297012
19720,0.5347675758739916
19730,-0.08648648648648649
19750,0.5479974570883662
19760,0.3764705882352941
19790,0.14330218068535824
19800,0.15645617342130066
19810,0.0855614973262032
19820,0.18091242789722076
19920,0.491588785046729
19940,-0.11406844106463879
19970,0.025056947608200455
20010,0.04674556213017751
20020,-0.051208285385500575
